Mese,Giorno,Data_n,Data,Ora,Luogo,Feriti,Tipo_Sinistro,lat,lng,geocoding,fid,UPL,UPL_nome,Quartiere,circoscrizione,Id_Quartiere
Dicembre,Mercoledì,"21",21/12/2022,12:20:00,VIA BESIO GIACOMO altezza del civico 31,"0",C,38.136886,13.312216,,"213","37",San Giovanni Apostolo,Cruillas - S.Giovanni Apostolo,VI,"19"
Febbraio,Giovedì,"24",24/02/2022,15:40:00,VIA PERPIGNANO intersezione con VIA SAVONAROLA GIROLAMO,"2",F,38.120012,13.321047,,"214","23",Altarello - Tasca Lanza,Altarello,IV,"15"
Marzo,Venerdì,"4",04/03/2022,13:50:00,VIALE REGIONE SICILIANA S.E. di fronte al civico 1618,"2",F,38.118194,13.328615,,"214","23",Altarello - Tasca Lanza,Altarello,IV,"15"
Marzo,Mercoledì,"16",16/03/2022,09:00:00,VIA PITRE' GIUSEPPE altezza del civico 280/a,"1",F,38.110068,13.318971,,"214","23",Altarello - Tasca Lanza,Altarello,IV,"15"
Marzo,Giovedì,"17",17/03/2022,19:30:00,VIALE REGIONE SICILIANA intersezione VIA PITRE' GIUSEPPE,"0",C,38.110534,13.329496,,"214","23",Altarello - Tasca Lanza,Altarello,IV,"15"
Marzo,Mercoledì,"23",23/03/2022,17:55:00,VIA TASCA LANZA in prossimità di via nave,"0",C,38.106467,13.329901,,"214","23",Altarello - Tasca Lanza,Altarello,IV,"15"
Marzo,Sabato,"27",27/03/2022,00:00:00,VIA TASCA LANZA altezza del civico 96/B,"0",C,38.112422,13.329333,,"214","23",Altarello - Tasca Lanza,Altarello,IV,"15"
Aprile,Venerdì,"8",08/04/2022,18:15:00,VIA PETRALIA SOTTANA intersezione VIA TRAPPETO,"0",C,38.115814,13.328538,,"214","23",Altarello - Tasca Lanza,Altarello,IV,"15"
Aprile,Martedì,"19",19/04/2022,10:00:00,VIALE REGIONE SICILIANA N.O. intersezione con VIA PITRE' GIUSEPPE,"1",F,38.110525,13.329584,,"214","23",Altarello - Tasca Lanza,Altarello,IV,"15"
Aprile,Martedì,"19",19/04/2022,16:00:00,VIALE REGIONE SICILIANA N.O. carr. laterale 1542,"1",F,38.117204,13.328722,,"214","23",Altarello - Tasca Lanza,Altarello,IV,"15"
Aprile,Domenica,"24",24/04/2022,21:00:00,VIA TASCA LANZA intersezione con VIA PITRE' GIUSEPPE,"1",F,38.110518,13.329501,,"214","23",Altarello - Tasca Lanza,Altarello,IV,"15"
Aprile,Mercoledì,"27",27/04/2022,20:25:00,VIA PITRE' GIUSEPPE intersezione con VICOLO ZAPPA SARCANO,"1",F,38.110051,13.318778,,"214","23",Altarello - Tasca Lanza,Altarello,IV,"15"
Maggio,Mercoledì,"11",11/05/2022,07:30:00,VIA PITRE' GIUSEPPE di fronte al civico 176,"1",F,38.110302,13.32176,,"214","23",Altarello - Tasca Lanza,Altarello,IV,"15"
Maggio,Martedì,"31",31/05/2022,21:40:00,VIA PITRE' GIUSEPPE altezza del civico 148/d,"1",F,38.110553,13.326496,,"214","23",Altarello - Tasca Lanza,Altarello,IV,"15"
Giugno,Martedì,"7",07/06/2022,12:00:00,VIALE REGIONE SICILIANA N.O. carr. centrale -,"0",C,38.116247,13.328974,,"214","23",Altarello - Tasca Lanza,Altarello,IV,"15"
Giugno,Martedì,"7",07/06/2022,15:35:00,VIALE REGIONE SICILIANA N.O. altezza del civico 478,"0",C,38.107677,13.329846,,"214","23",Altarello - Tasca Lanza,Altarello,IV,"15"
Giugno,Martedì,"21",21/06/2022,10:00:00,VIALE REGIONE SICILIANA N.O. altezza (inters.) VIA PERGUSA,"1",F,38.117408,13.328674,,"214","23",Altarello - Tasca Lanza,Altarello,IV,"15"
Giugno,Giovedì,"23",23/06/2022,14:25:00,VIA PETRALIA SOTTANA intersezione con VIA TERMINI IMERESE,"1",F,38.115833,13.327594,,"214","23",Altarello - Tasca Lanza,Altarello,IV,"15"
Luglio,Giovedì,"7",07/07/2022,23:50:00,VIA PITRE' GIUSEPPE altezza del civico 260,"0",C,38.110079,13.318934,,"214","23",Altarello - Tasca Lanza,Altarello,IV,"15"
Luglio,Mercoledì,"13",13/07/2022,23:45:00,VIA TASCA LANZA altezza del civico 98,"0",C,38.112503,13.329264,,"214","23",Altarello - Tasca Lanza,Altarello,IV,"15"
Luglio,Domenica,"25",25/07/2022,07:40:00,VIA PITRE' GIUSEPPE nr. 220,"1",F,38.110145,13.320051,,"214","23",Altarello - Tasca Lanza,Altarello,IV,"15"
Luglio,Lunedi,"25",25/07/2022,09:50:00,VIALE REGIONE SICILIANA nr. 1550,"1",F,38.117319,13.328684,,"214","23",Altarello - Tasca Lanza,Altarello,IV,"15"
Luglio,Martedì,"26",26/07/2022,12:15:00,VIA TASCA LANZA altezza (spec.) FONDO DE CARO,"0",C,38.106925,13.329851,,"214","23",Altarello - Tasca Lanza,Altarello,IV,"15"
Luglio,Venerdì,"29",29/07/2022,12:20:00,VIALE REGIONE SICILIANA N.O. nr. 474,"0",C,38.107716,13.329846,,"214","23",Altarello - Tasca Lanza,Altarello,IV,"15"
Agosto,Lunedi,"29",29/08/2022,11:00:00,PIAZZA TONNARAZZA intersezione VIA TIRO A SEGNO,"1",F,38.10633,13.317151,,"214","23",Altarello - Tasca Lanza,Altarello,IV,"15"
Settembre,Domenica,"4",04/09/2022,22:45:00,VIA PITRE' GIUSEPPE altezza del civico 176/C,"0",R,38.110291,13.321767,,"214","23",Altarello - Tasca Lanza,Altarello,IV,"15"
Settembre,Martedì,"6",06/09/2022,17:30:00,VIA TASCA LANZA altezza del civico 24,"1",F,38.109567,13.329589,,"214","23",Altarello - Tasca Lanza,Altarello,IV,"15"
Settembre,Sabato,"17",17/09/2022,12:35:00,VIA ALTARELLO altezza del civico 39/A,"1",F,38.109871,13.32613,,"214","23",Altarello - Tasca Lanza,Altarello,IV,"15"
Settembre,Mercoledì,"21",21/09/2022,21:00:00,VIA PITRE' GIUSEPPE altezza (inters.) VILLA GRIFOTTA,"0",R,38.109763,13.315497,,"214","23",Altarello - Tasca Lanza,Altarello,IV,"15"
Ottobre,Venerdì,"7",07/10/2022,02:20:00,VIALE REGIONE SICILIANA N.O. altezza del civico 1666,"1",F,38.118581,13.328514,,"214","23",Altarello - Tasca Lanza,Altarello,IV,"15"
Ottobre,Mercoledì,"13",13/10/2022,10:30:00,VIA GELA altezza del civico 19,"0",C,38.117771,13.327788,,"214","23",Altarello - Tasca Lanza,Altarello,IV,"15"
Ottobre,Giovedì,"20",20/10/2022,10:05:00,VIA PITRE' GIUSEPPE intersezione VIA TASCA LANZA,"2",F,38.11054,13.329458,,"214","23",Altarello - Tasca Lanza,Altarello,IV,"15"
Ottobre,Lunedi,"24",24/10/2022,11:00:00,VIA PITRE' GIUSEPPE altezza del civico 280/a,"1",F,38.110064,13.318977,,"214","23",Altarello - Tasca Lanza,Altarello,IV,"15"
Ottobre,Martedì,"25",25/10/2022,07:00:00,VIALE REGIONE SICILIANA N.O. altezza VIA. P. SOTTANA,"0",C,38.115828,13.329047,si,"214","23",Altarello - Tasca Lanza,Altarello,IV,"15"
Novembre,Martedì,"22",22/11/2022,09:35:00,VIA TASCA LANZA intersezione con FONDO DE CARO,"0",C,38.106922,13.329867,,"214","23",Altarello - Tasca Lanza,Altarello,IV,"15"
Novembre,Martedì,"22",22/11/2022,17:00:00,VIA PITRE' GIUSEPPE altezza CAMPI TEN.ONOR.,"0",C,38.110555,13.326697,,"214","23",Altarello - Tasca Lanza,Altarello,IV,"15"
Novembre,Martedì,"29",29/11/2022,18:30:00,VIA TASCA LANZA altezza del civico 96/C,"0",C,38.112297,13.329306,,"214","23",Altarello - Tasca Lanza,Altarello,IV,"15"
Dicembre,Venerdì,"9",09/12/2022,10:40:00,VIALE REGIONE SICILIANA N.O. carreggiata centrale dir. CT,"1",F,38.107629,13.329867,,"214","23",Altarello - Tasca Lanza,Altarello,IV,"15"
Dicembre,Sabato,"10",10/12/2022,06:30:00,VIALE REGIONE SICILIANA N.O. in prossimità di via pergusa,"2",F,38.117415,13.328672,,"214","23",Altarello - Tasca Lanza,Altarello,IV,"15"
Dicembre,Domenica,"11",11/12/2022,18:40:00,FONDO MOCEO altezza (spec.) 12,"0",C,38.113181,13.327501,,"214","23",Altarello - Tasca Lanza,Altarello,IV,"15"
Dicembre,Lunedi,"12",12/12/2022,20:50:00,VIALE REGIONE SICILIANA N.O. nr. 486,"1",F,38.107871,13.329979,,"214","23",Altarello - Tasca Lanza,Altarello,IV,"15"
Dicembre,Giovedì,"22",22/12/2022,16:15:00,VIA PITRE' GIUSEPPE altezza del civico 146b,"1",F,38.110567,13.326659,,"214","23",Altarello - Tasca Lanza,Altarello,IV,"15"
Dicembre,Martedì,"27",27/12/2022,20:15:00,VIA PITRE' GIUSEPPE pressi CIV 164,"1",F,38.11056,13.324813,,"214","23",Altarello - Tasca Lanza,Altarello,IV,"15"
Dicembre,Venerdì,"30",30/12/2022,20:45:00,VIALE REGIONE SICILIANA N.O. altezza del civico 486,"3",F,38.108372,13.329922,,"214","23",Altarello - Tasca Lanza,Altarello,IV,"15"
Gennaio,Sabato,"1",01/01/2022,03:00:00,VIALE DE MAURO MAURO altezza L.DA VINCI,"0",C,38.126112,13.302429,,"217","36",Borgo Nuovo,Borgo Nuovo,V,"18"
Gennaio,Martedì,"11",11/01/2022,14:20:00,VIA SARULLO LUIGI di fronte al civico 13,"2",F,38.122563,13.304218,,"217","36",Borgo Nuovo,Borgo Nuovo,V,"18"
Gennaio,Giovedì,"13",13/01/2022,11:20:00,VIA ACIREALE intersezione LARGO CASTELBUONO,"0",C,38.13095,13.301356,,"217","36",Borgo Nuovo,Borgo Nuovo,V,"18"
Gennaio,Martedì,"18",18/01/2022,09:00:00,VIA CASTELLANA altezza del civico 346 a,"0",C,38.126593,13.285626,,"217","36",Borgo Nuovo,Borgo Nuovo,V,"18"
Gennaio,Mercoledì,"19",19/01/2022,08:45:00,VIA CASTELLANA altezza del civico 145,"1",F,38.12568,13.296338,,"217","36",Borgo Nuovo,Borgo Nuovo,V,"18"
Gennaio,Venerdì,"28",28/01/2022,15:00:00,VIA ACIREALE intersezione con VIA CENTURIPE,"1",F,38.130871,13.301147,,"217","36",Borgo Nuovo,Borgo Nuovo,V,"18"
Gennaio,Sabato,"29",29/01/2022,12:40:00,VIALE LEONARDO DA VINCI intersezione VIA CASTELLANA,"1",F,38.126104,13.302394,,"217","36",Borgo Nuovo,Borgo Nuovo,V,"18"
Febbraio,Domenica,"27",27/02/2022,21:00:00,VIA CENTURIPE altezza del civico 17,"0",C,38.132075,13.297922,,"217","36",Borgo Nuovo,Borgo Nuovo,V,"18"
Marzo,Giovedì,"10",10/03/2022,01:00:00,VIALE DE MAURO MAURO in direzione di Borgo Nuovo VIA CASTELLANA,"0",M,38.126104,13.302231,,"217","36",Borgo Nuovo,Borgo Nuovo,V,"18"
Marzo,Giovedì,"17",17/03/2022,14:00:00,VIA CASTELLANA altezza del civico 340,"1",F,38.126613,13.285436,,"217","36",Borgo Nuovo,Borgo Nuovo,V,"18"
Aprile,Lunedi,"11",11/04/2022,12:55:00,VIA CASTELLANA altezza (inters.) LARGO PALAZZO ADRIANO,"2",F,38.125494,13.293722,,"217","36",Borgo Nuovo,Borgo Nuovo,V,"18"
Aprile,Venerdì,"15",15/04/2022,12:30:00,VIA SARULLO LUIGI altezza (spec.) 6,"0",R,38.123842,13.303123,,"217","36",Borgo Nuovo,Borgo Nuovo,V,"18"
Aprile,Sabato,"16",16/04/2022,18:30:00,SCALA CARINI altezza del civico 18,"1",F,38.126862,13.281591,,"217","36",Borgo Nuovo,Borgo Nuovo,V,"18"
Aprile,Sabato,"23",23/04/2022,20:30:00,VIA CASTELLANA altezza del civico 346,"0",C,38.1266,13.285572,,"217","36",Borgo Nuovo,Borgo Nuovo,V,"18"
Aprile,Sabato,"30",30/04/2022,22:15:00,VIA AI VILLINI SANT'ISIDORO altezza (inters.) VIA DE FRANCISCO PIETRO,"0",C,38.121489,13.297808,,"217","36",Borgo Nuovo,Borgo Nuovo,V,"18"
Maggio,Sabato,"7",07/05/2022,16:40:00,VIA ALLA FALCONARA altezza del civico 43,"3",F,38.117613,13.295394,,"217","36",Borgo Nuovo,Borgo Nuovo,V,"18"
Maggio,Martedì,"10",10/05/2022,16:19:00,STRADA S.P. 1 altezza del civico 1,"0",C,38.128659,13.280362,si...?,"217","36",Borgo Nuovo,Borgo Nuovo,V,"18"
Maggio,Lunedi,"24",24/05/2022,10:30:00,VIA CASTELLANA altezza Dep. AMAT,"2",F,38.125687,13.301368,si,"217","36",Borgo Nuovo,Borgo Nuovo,V,"18"
Maggio,Giovedì,"26",26/05/2022,08:00:00,VIA BELLOLAMPO altezza SP1 AL KM 1.,"0",C,38.133426,13.277449,si...?,"217","36",Borgo Nuovo,Borgo Nuovo,V,"18"
Giugno,Mercoledì,"15",15/06/2022,15:00:00,VIA ASSORO nr. 25,"1",F,38.132715,13.300689,,"217","36",Borgo Nuovo,Borgo Nuovo,V,"18"
Giugno,Sabato,"25",25/06/2022,12:20:00,VIA AI VILLINI SANT'ISIDORO altezza del civico 54,"1",F,38.121903,13.297461,,"217","36",Borgo Nuovo,Borgo Nuovo,V,"18"
Luglio,Venerdì,"1",01/07/2022,17:45:00,VIA CENTURIPE altezza del civico 46,"1",F,38.132228,13.294562,,"217","36",Borgo Nuovo,Borgo Nuovo,V,"18"
Luglio,Lunedi,"4",04/07/2022,20:30:00,VIA BELLOLAMPO altezza STR. PROV. 1,"0",C,38.137459,13.276135,,"217","36",Borgo Nuovo,Borgo Nuovo,V,"18"
Agosto,Sabato,"27",27/08/2022,15:00:00,VIALE MICHELANGELO altezza del civico DF 2436,"1",F,38.131154,13.304562,,"217","36",Borgo Nuovo,Borgo Nuovo,V,"18"
Settembre,Giovedì,"9",09/09/2022,06:00:00,LARGO MONTEVAGO s.n.c.,"0",C,38.125507,13.293419,,"217","36",Borgo Nuovo,Borgo Nuovo,V,"18"
Settembre,Mercoledì,"14",14/09/2022,09:15:00,VIA S.ISIDORO altezza del civico 76,"1",F,38.122725,13.300486,,"217","36",Borgo Nuovo,Borgo Nuovo,V,"18"
Settembre,Mercoledì,"14",14/09/2022,17:15:00,STRADALE BELLOLAMPO KM.5351 altezza del km 6.5,"3",F,38.137815,13.276396,,"217","36",Borgo Nuovo,Borgo Nuovo,V,"18"
Settembre,Sabato,"17",17/09/2022,03:00:00,VIA CENTURIPE altezza del civico DF 32,"0",C,38.131598,13.300406,,"217","36",Borgo Nuovo,Borgo Nuovo,V,"18"
Settembre,Domenica,"25",25/09/2022,06:45:00,VIALE DE MAURO MAURO intersezione VIA CASTELLANA,"1",F,38.126086,13.302241,,"217","36",Borgo Nuovo,Borgo Nuovo,V,"18"
Ottobre,Sabato,"1",01/10/2022,12:05:00,VIALE CALTAGIRONE intersezione VIA VICARI,"2",F,38.130044,13.302487,,"217","36",Borgo Nuovo,Borgo Nuovo,V,"18"
Ottobre,Lunedi,"3",03/10/2022,15:00:00,VIALE LEONARDO DA VINCI intersezione con VIALE DE MAURO MAURO,"1",F,38.126179,13.302417,,"217","36",Borgo Nuovo,Borgo Nuovo,V,"18"
Ottobre,Giovedì,"6",06/10/2022,09:35:00,PIAZZA S.CRISTINA intersezione VIA ACIREALE,"0",C,38.130091,13.299381,,"217","36",Borgo Nuovo,Borgo Nuovo,V,"18"
Ottobre,Giovedì,"13",13/10/2022,14:45:00,VIA PANTALICA intersezione con LARGO CORLEONE,"2",F,38.128093,13.292893,,"217","36",Borgo Nuovo,Borgo Nuovo,V,"18"
Ottobre,Venerdì,"14",14/10/2022,19:00:00,PIAZZA S.PAOLO intersezione VIA PANTALICA,"1",F,38.129262,13.293085,,"217","36",Borgo Nuovo,Borgo Nuovo,V,"18"
Ottobre,Lunedi,"17",17/10/2022,02:00:00,VIA ERICE nr. 59,"0",C,38.132058,13.291244,,"217","36",Borgo Nuovo,Borgo Nuovo,V,"18"
Ottobre,Lunedi,"17",17/10/2022,21:30:00,VIA SARULLO LUIGI pressi 17,"1",F,38.121661,13.30505,,"217","36",Borgo Nuovo,Borgo Nuovo,V,"18"
Ottobre,Mercoledì,"19",19/10/2022,17:50:00,VIA ASSORO altezza del civico 25,"1",F,38.132729,13.300597,,"217","36",Borgo Nuovo,Borgo Nuovo,V,"18"
Ottobre,Lunedi,"31",31/10/2022,19:50:00,STRADALE BELLOLAMPO KM.5351 altezza del km 4,"0",C,38.137695,13.276026,,"217","36",Borgo Nuovo,Borgo Nuovo,V,"18"
Novembre,Lunedi,"7",07/11/2022,13:30:00,VIA VICARI intersezione VIALE CALTAGIRONE,"0",C,38.130043,13.302502,,"217","36",Borgo Nuovo,Borgo Nuovo,V,"18"
Novembre,Lunedi,"7",07/11/2022,15:00:00,VIA AUGUSTA di fronte al civico 12,"1",F,38.131505,13.291887,,"217","36",Borgo Nuovo,Borgo Nuovo,V,"18"
Novembre,Venerdì,"25",25/11/2022,19:07:00,VIALE PIAZZA ARMERINA intersezione con PIAZZA S.PAOLO,"1",F,38.12984,13.293001,,"217","36",Borgo Nuovo,Borgo Nuovo,V,"18"
Novembre,Lunedi,"28",28/11/2022,18:50:00,VIA CASTELLANA nr. 125/F,"1",F,38.12586,13.301055,si,"217","36",Borgo Nuovo,Borgo Nuovo,V,"18"
Dicembre,Mercoledì,"28",28/12/2022,18:00:00,VIA BELLOLAMPO altezza PIZZO SCALA,"0",C,38.134675,13.267875,si...?,"217","36",Borgo Nuovo,Borgo Nuovo,V,"18"
Febbraio,Domenica,"13",13/02/2022,11:15:00,VIA RIZZO AMMIRAGLIO altezza del civico 3,"1",F,38.144393,13.367697,,"228","53",Acquasanta,Montepellegrino,VIII,"24"
Marzo,Sabato,"12",12/03/2022,23:40:00,VIA RIZZO AMMIRAGLIO intersezione con VIA CASTELLANA BANDIERA,"2",F,38.144061,13.363538,,"228","53",Acquasanta,Montepellegrino,VIII,"24"
Aprile,Mercoledì,"13",13/04/2022,09:30:00,VIA SERGIO PAPA I altezza (spec.) ingr sec v igea,"1",F,38.145046,13.369532,,"228","53",Acquasanta,Montepellegrino,VIII,"24"
Maggio,Domenica,"16",16/05/2022,06:35:00,VIA BELMONTE di fronte al civico 29,"0",C,38.145315,13.368274,,"228","53",Acquasanta,Montepellegrino,VIII,"24"
Maggio,Venerdì,"20",20/05/2022,18:00:00,SALITA BELMONTE altezza villa igea,"3",F,38.14501,13.369453,,"228","53",Acquasanta,Montepellegrino,VIII,"24"
Giugno,Giovedì,"23",23/06/2022,12:50:00,VIA RAMPOLLA MARIANO CARD. di fronte al civico 9,"1",F,38.146503,13.367126,,"228","53",Acquasanta,Montepellegrino,VIII,"24"
Settembre,Giovedì,"8",08/09/2022,14:10:00,VIA GULI' SIMONE COM. altezza (inters.) VIA RIZZO AMMIRAGLIO,"1",F,38.144405,13.368003,,"228","53",Acquasanta,Montepellegrino,VIII,"24"
Ottobre,Venerdì,"21",21/10/2022,18:35:00,VIA RIZZO AMMIRAGLIO intersezione VIA FILETI ENRICO,"1",F,38.144182,13.364549,,"228","53",Acquasanta,Montepellegrino,VIII,"24"
Dicembre,Mercoledì,"21",21/12/2022,19:10:00,VIA RAMPOLLA MARIANO CARD. intersezione VIA PAOLO VI PAPA,"1",F,38.145746,13.367933,,"228","53",Acquasanta,Montepellegrino,VIII,"24"
Gennaio,Domenica,"2",02/01/2022,07:30:00,VIA TELESINO ALESSANDRO di fronte al civico 77,"0",C,38.124924,13.327489,,"231","31",Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,"17"
Gennaio,Martedì,"25",25/01/2022,16:45:00,VIALE REGIONE SICILIANA N.O. altezza (spec.) media world,"1",F,38.12084,13.328775,si,"231","31",Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,"17"
Febbraio,Venerdì,"11",11/02/2022,07:40:00,VIA DI BLASI E. GIOVANNI altezza del civico 98,"1",F,38.122809,13.325312,,"231","31",Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,"17"
Febbraio,Martedì,"15",15/02/2022,08:05:00,VIALE LEONARDO DA VINCI altezza (spec.) ruggeri,"0",C,38.126818,13.318274,,"231","31",Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,"17"
Febbraio,Martedì,"15",15/02/2022,08:10:00,VIALE LEONARDO DA VINCI intersezione con VIA RUGGERI LEONARDO,"0",C,38.126828,13.318245,,"231","31",Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,"17"
Marzo,Mercoledì,"2",02/03/2022,14:20:00,VIALE REGIONE SICILIANA N.O. altezza d.f mazzarello,"1",F,38.122441,13.328918,,"231","31",Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,"17"
Marzo,Domenica,"6",06/03/2022,17:40:00,VIALE REGIONE SICILIANA N.O. altezza e. di blasi,"0",C,38.122457,13.328907,si,"231","31",Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,"17"
Marzo,Venerdì,"11",11/03/2022,13:00:00,VIALE REGIONE SICILIANA N.O. intersezione VIA S.MARIA MAZZARELLO,"1",F,38.121132,13.328614,,"231","31",Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,"17"
Marzo,Venerdì,"18",18/03/2022,12:00:00,VIALE LEONARDO DA VINCI altezza del civico 394,"1",F,38.126762,13.315973,,"231","31",Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,"17"
Marzo,Venerdì,"18",18/03/2022,19:00:00,VIALE REGIONE SICILIANA N.O. carr. laterale -,"0",C,38.128321,13.32961,,"231","31",Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,"17"
Marzo,Mercoledì,"30",30/03/2022,11:30:00,VIA UDITORE intersezione VIA ALEARDI ALEARDO,"1",F,38.126976,13.328441,,"231","31",Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,"17"
Aprile,Mercoledì,"27",27/04/2022,11:50:00,PIAZZA EINSTEIN ALBERT in prossimità di Distr. ENI,"1",F,38.128203,13.32929,,"231","31",Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,"17"
Maggio,Domenica,"2",02/05/2022,08:45:00,VIA DI GIORGI FERDINANDO altezza del civico 52,"1",F,38.126214,13.326059,,"231","31",Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,"17"
Maggio,Mercoledì,"4",04/05/2022,15:35:00,VIA UDITORE intersezione con VIA LONGO GIACOMO,"0",C,38.127529,13.327911,,"231","31",Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,"17"
Maggio,Giovedì,"5",05/05/2022,08:45:00,VIA PERPIGNANO altezza del civico 294/B,"0",C,38.119696,13.325961,,"231","31",Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,"17"
Maggio,Venerdì,"6",06/05/2022,19:45:00,VIA UDITORE intersezione con VIA ALEARDI ALEARDO,"0",C,38.126975,13.328445,,"231","31",Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,"17"
Maggio,Martedì,"17",17/05/2022,18:15:00,VIALE REGIONE SICILIANA N.O. altezza del civico 1800,"1",F,38.11976,13.328472,,"231","31",Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,"17"
Maggio,Domenica,"22",22/05/2022,12:30:00,VIALE LEONARDO DA VINCI intersezione VIA RUGGERI LEONARDO,"0",C,38.12688,13.318275,,"231","31",Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,"17"
Maggio,Mercoledì,"25",25/05/2022,11:00:00,VIA DI BLASI E. GIOVANNI intersezione VIALE REGIONE SICILIANA N.O.,"0",C,38.122502,13.328751,,"231","31",Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,"17"
Maggio,Lunedi,"30",30/05/2022,17:30:00,VIALE REGIONE SICILIANA S.E. altezza MEDIA WORLD,"1",F,38.120744,13.328604,,"231","31",Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,"17"
Giugno,Mercoledì,"2",02/06/2022,04:10:00,VIALE LEONARDO DA VINCI di fronte al civico 154,"1",F,38.128193,13.328027,,"231","31",Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,"17"
Giugno,Lunedi,"7",07/06/2022,07:55:00,VIA SAVONAROLA GIROLAMO altezza del civico 13,"1",F,38.122628,13.320846,,"231","31",Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,"17"
Giugno,Venerdì,"10",10/06/2022,18:30:00,VIALE REGIONE SICILIANA N.O. nr. 1950,"1",F,38.120878,13.328581,,"231","31",Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,"17"
Giugno,Giovedì,"23",23/06/2022,22:00:00,VIA RUGGERI LEONARDO altezza s re san giorgi,"0",C,38.125546,13.318331,,"231","31",Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,"17"
Luglio,Venerdì,"1",01/07/2022,07:30:00,VIALE LEONARDO DA VINCI altezza unicredit,"0",C,38.128136,13.32776,,"231","31",Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,"17"
Luglio,Domenica,"3",03/07/2022,13:15:00,VIA UDITORE intersezione con VIA LONGO GIACOMO,"1",F,38.12752,13.327896,,"231","31",Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,"17"
Luglio,Lunedi,"4",04/07/2022,09:15:00,VIALE REGIONE SICILIANA N.O. altezza 1534,"0",C,38.119791,13.328477,,"231","31",Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,"17"
Luglio,Mercoledì,"20",20/07/2022,12:15:00,VIALE REGIONE SICILIANA N.O. pressi 1890,"0",C,38.120627,13.328552,,"231","31",Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,"17"
Luglio,Giovedì,"21",21/07/2022,13:00:00,VIA DI STEFANO GIOVANNI intersezione VIA RUGGERI LEONARDO,"0",C,38.124152,13.318366,,"231","31",Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,"17"
Agosto,Giovedì,"4",04/08/2022,12:25:00,VIALE REGIONE SICILIANA N.O. altezza BY PASS DI GIOR,"1",F,38.125554,13.329102,,"231","31",Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,"17"
Agosto,Venerdì,"12",12/08/2022,12:30:00,VIA SAVONAROLA GIROLAMO altezza del civico 11,"1",F,38.122258,13.320886,,"231","31",Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,"17"
Agosto,Sabato,"20",20/08/2022,18:25:00,VIALE REGIONE SICILIANA N.O. carr. centrale -,"1",F,38.120737,13.328727,,"231","31",Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,"17"
Settembre,Domenica,"5",05/09/2022,12:10:00,VIA RUGGERI LEONARDO intersezione VIA SANGIORGI SALVATORE,"3",F,38.125548,13.318255,,"231","31",Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,"17"
Settembre,Lunedi,"5",05/09/2022,15:10:00,VIA LONGO GIACOMO intersezione VIA GANDOLFO GIUSEPPE,"1",F,38.127166,13.326649,,"231","31",Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,"17"
Settembre,Mercoledì,"7",07/09/2022,16:50:00,VIA SAVONAROLA GIROLAMO altezza del civico 10,"0",C,38.120328,13.320994,,"231","31",Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,"17"
Settembre,Lunedi,"26",26/09/2022,10:44:00,VIA SAVONAROLA GIROLAMO altezza del civico 44,"1",F,38.121003,13.320975,,"231","31",Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,"17"
