Mese,Giorno_nome,Giorno_numero,Data,Ora,DataTime,Circoscrizione,Quartiere,UPL,Luogo,Feriti,Tipo_Sinistro,lat,lng,geocoding
Gennaio,Martedì,4,04/01/2022,08:25:00,2022-01-04T08:25:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIALE DELLE ROSE intersezione con VIA ARMIDA,1,F,38.199818,13.325773,
Gennaio,Giovedì,13,13/01/2022,07:05:00,2022-01-13T07:05:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIALE GALATEA intersezione VIA PAZIENZA,1,F,38.198446,13.31859,si
Gennaio,Venerdì,14,14/01/2022,15:45:00,2022-01-14T15:45:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIALE VENERE altezza VIALE M. DI SAV,0,C,38.189619,13.332854,
Gennaio,Venerdì,14,14/01/2022,15:45:00,2022-01-14T15:45:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIALE VENERE altezza M. DI SAVOIA,1,F,38.189619,13.332854,
Gennaio,Mercoledì,19,19/01/2022,15:40:00,2022-01-19T15:40:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIALE VENERE intersezione con VIA MARINAI ALLIATA,1,F,38.18965,13.328476,
Febbraio,Giovedì,3,03/02/2022,11:45:00,2022-02-03T11:45:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIA PARTANNA MONDELLO altezza del civico 39,0,C,38.192437,13.301845,
Febbraio,Mercoledì,9,09/02/2022,07:55:00,2022-02-09T07:55:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIALE VENERE intersezione con VIA MARINAI ALLIATA,0,C,38.189655,13.328467,
Febbraio,Lunedi,14,14/02/2022,12:00:00,2022-02-14T12:00:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIA MARINAI ALLIATA altezza del civico 8,0,C,38.187406,13.328991,
Febbraio,Venerdì,18,18/02/2022,17:59:00,2022-02-18T17:59:00.000Z,VII,Partanna Mondello,Partanna Mondello,PIAZZA CASTELFORTE intersezione VIALE VENERE,0,C,38.188881,13.322702,
Febbraio,Domenica,20,20/02/2022,00:15:00,2022-02-20T00:15:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIA TOLOMEA intersezione con VIA PINDARO,2,F,38.207351,13.32129,
Febbraio,Mercoledì,23,23/02/2022,17:45:00,2022-02-23T17:45:00.000Z,VII,Partanna Mondello,Partanna Mondello,LUNGOMARE COLOMBO CRISTOFORO altezza del civico 2343,1,F,38.18421,13.363339,
Marzo,Martedì,1,01/03/2022,20:40:00,2022-03-01T20:40:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIA SOFOCLE intersezione con VIA PARTANNA MONDELLO,0,C,38.193758,13.303464,
Marzo,Venerdì,18,18/03/2022,00:40:00,2022-03-18T00:40:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIALE MARGHERITA DI SAVOIA intersezione con VIALE VENERE,3,F,38.190555,13.332756,
Marzo,Giovedì,24,24/03/2022,18:30:00,2022-03-24T18:30:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIA IANDOLINO LORENZO altezza del civico 86,2,F,38.196364,13.311988,
Marzo,Mercoledì,31,31/03/2022,02:30:00,2022-03-31T02:30:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIALE EURIDICE altezza del civico 7,0,C,38.19238,13.331105,
Aprile,Martedì,12,12/04/2022,17:30:00,2022-04-12T17:30:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIA MONDELLO intersezione con VIA TOLOMEA,2,F,38.206013,13.323967,
Aprile,Mercoledì,13,13/04/2022,16:30:00,2022-04-13T16:30:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIA PARTANNA MONDELLO altezza del civico 120,0,C,38.196185,13.308564,
Aprile,Lunedi,25,25/04/2022,19:30:00,2022-04-25T19:30:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIALE DELLE ROSE intersezione con VIA ARMIDA,5,F,38.199818,13.325782,
Aprile,Martedì,26,26/04/2022,11:15:00,2022-04-26T11:15:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIA CASTELFORTE altezza del civico 95/a,1,F,38.183506,13.324874,
Aprile,Martedì,26,26/04/2022,19:10:00,2022-04-26T19:10:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIALE PRINCIPE DI SCALEA intersezione con LARGO HACK MARGHERITA,0,C,38.199586,13.32715,
Maggio,Domenica,1,01/05/2022,14:25:00,2022-05-01T14:25:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIA ARGONAUTI intersezione VIALE ITALIA,0,C,38.193695,13.331282,
Maggio,Venerdì,14,14/05/2022,00:00:00,2022-05-14T00:00:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIALE PERTINI SANDRO a mt. 200 dal civ.710,1,R,38.186705,13.315513,
Maggio,Domenica,15,15/05/2022,11:30:00,2022-05-15T11:30:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIALE MARGHERITA DI SAVOIA s.n.c.,1,F,38.184171,13.333806,si...?
Maggio,Lunedi,16,16/05/2022,07:25:00,2022-05-16T07:25:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIALE VENERE intersezione con VIA MARINAI ALLIATA,1,F,38.189674,13.328486,
Maggio,Lunedi,16,16/05/2022,22:15:00,2022-05-16T22:15:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIA NESTORE altezza del civico 4,0,C,38.19473,13.303794,si
Maggio,Giovedì,27,27/05/2022,10:30:00,2022-05-27T10:30:00.000Z,VII,Partanna Mondello,Partanna Mondello,PIAZZA VALDESI s.n.c.,1,F,38.196767,13.331822,
Maggio,Venerdì,27,27/05/2022,17:00:00,2022-05-27T17:00:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIALE VENERE altezza del civico 16,2,F,38.189159,13.324679,
Maggio,Lunedi,30,30/05/2022,20:30:00,2022-05-30T20:30:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIA CALPURNIO in prossimità di via mondello,0,C,38.207075,13.325302,
Giugno,Giovedì,2,02/06/2022,18:30:00,2022-06-02T18:30:00.000Z,VII,Partanna Mondello,Partanna Mondello,LUNGOMARE COLOMBO CRISTOFORO nr. 5000,2,R,38.193449,13.340507,
Giugno,Sabato,4,04/06/2022,15:20:00,2022-06-04T15:20:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIALE PRINCIPE DI SCALEA intersezione VIALE GALATEA,0,C,38.20171,13.325015,
Giugno,Sabato,4,04/06/2022,15:45:00,2022-06-04T15:45:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIALE GALATEA altezza del civico 49,0,C,38.198435,13.318736,
Giugno,Venerdì,11,11/06/2022,00:01:00,2022-06-11T00:01:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIA PIANO DI GALLO di fronte -,0,C,38.208887,13.328738,
Giugno,Sabato,11,11/06/2022,03:00:00,2022-06-11T03:00:00.000Z,VII,Partanna Mondello,Partanna Mondello,LUNGOMARE COLOMBO CRISTOFORO pressi 5411,0,C,38.195759,13.337945,
Giugno,Domenica,12,12/06/2022,15:30:00,2022-06-12T15:30:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIA PALINURO intersezione VIA CIRCE,1,F,38.203404,13.323395,
Giugno,Domenica,12,12/06/2022,19:10:00,2022-06-12T19:10:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIA SALINE nr. 3,1,F,38.1927,13.329113,
Giugno,Lunedi,13,13/06/2022,02:15:00,2022-06-13T02:15:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIALE MARGHERITA DI SAVOIA altezza del civico 85,1,R,38.188193,13.333056,
Giugno,Martedì,14,14/06/2022,22:00:00,2022-06-14T22:00:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIA CASTELFORTE pressi FAMILA,0,C,38.186669,13.32367,
Giugno,Lunedi,21,21/06/2022,00:30:00,2022-06-21T00:30:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIALE DELLE PALME altezza (inters.) VIALE PRINCIPESSA MAFALDA,1,F,38.195498,13.335173,
Giugno,Mercoledì,22,22/06/2022,05:55:00,2022-06-22T05:55:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIALE MARGHERITA DI SAVOIA nr. 85 I,0,C,38.188315,13.333079,
Giugno,Domenica,26,26/06/2022,18:00:00,2022-06-26T18:00:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIALE PRINCIPE DI SCALEA nr. 28,0,C,38.19749,13.329579,
Giugno,Lunedi,27,27/06/2022,14:00:00,2022-06-27T14:00:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIALE DELLE PALME altezza (inters.) VIALE PRINCIPE UMBERTO,0,C,38.19573,13.333059,
Luglio,Lunedi,4,04/07/2022,14:30:00,2022-07-04T14:30:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIALE VENERE pressi n? civico 25,1,F,38.189717,13.329036,
Luglio,Martedì,5,05/07/2022,09:40:00,2022-07-05T09:40:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIALE DELL'OLIMPO intersezione VIA CHIRONE,1,F,38.189138,13.308388,
Luglio,Mercoledì,6,06/07/2022,14:00:00,2022-07-06T14:00:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIALE VENERE altezza (spec.) 18,1,F,38.189182,13.324904,
Luglio,Mercoledì,6,06/07/2022,22:20:00,2022-07-06T22:20:00.000Z,VII,Partanna Mondello,Partanna Mondello,PIAZZA VALDESI altezza (inters.) VIALE MARGHERITA DI SAVOIA,1,F,38.196521,13.331835,
Luglio,Giovedì,7,07/07/2022,08:50:00,2022-07-07T08:50:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIALE MARGHERITA DI SAVOIA altezza fermata bus,2,F,38.193572,13.332282,
Luglio,Sabato,9,09/07/2022,17:20:00,2022-07-09T17:20:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIA ALAJMO MICHELE a mt. 40 via Marciano,1,F,38.184294,13.316695,
Luglio,Domenica,10,10/07/2022,19:45:00,2022-07-10T19:45:00.000Z,VII,Partanna Mondello,Partanna Mondello,LUNGOMARE COLOMBO CRISTOFORO pressi 2105,1,F,38.183746,13.363846,
Luglio,Lunedi,11,11/07/2022,17:05:00,2022-07-11T17:05:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIA GUALTIERO DA CALTAGIRONE intersezione VIA MARGHERITO DA BRINDISI,1,F,38.189407,13.344937,
Luglio,Giovedì,14,14/07/2022,11:20:00,2022-07-14T11:20:00.000Z,VII,Partanna Mondello,Partanna Mondello,PIAZZA VALDESI intersezione con VIALE REGINA ELENA,1,F,38.19723,13.331427,
Luglio,Venerdì,15,15/07/2022,18:20:00,2022-07-15T18:20:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIALE DELL'OLIMPO altezza del civico 1,0,C,38.18901,13.320504,
Luglio,Venerdì,22,22/07/2022,10:00:00,2022-07-22T10:00:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIALE EURIDICE s.n.c.,0,C,38.192379,13.331204,
Luglio,Venerdì,22,22/07/2022,16:15:00,2022-07-22T16:15:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIALE MARGHERITA DI SAVOIA nr. 66,1,F,38.190124,13.332801,
Luglio,Venerdì,22,22/07/2022,18:45:00,2022-07-22T18:45:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIALE PRINCIPESSA MAFALDA intersezione VIALE COLONIA MARINA,0,C,38.194044,13.335209,
Luglio,Domenica,24,24/07/2022,13:25:00,2022-07-24T13:25:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIALE PRINCIPESSA IOLANDA intersezione VIALE COLONIA MARINA,1,F,38.194043,13.335223,
Luglio,Domenica,24,24/07/2022,13:40:00,2022-07-24T13:40:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIALE DELLE PALME intersezione VIALE PRINCIPESSA GIOVANNA,1,F,38.195587,13.336318,
Luglio,Venerdì,29,29/07/2022,12:20:00,2022-07-29T12:20:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIA IANDOLINO LORENZO intersezione VIA CATALANO,0,C,38.197323,13.314587,
Luglio,Domenica,31,31/07/2022,14:30:00,2022-07-31T14:30:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIA PAZIENZA altezza del civico 41,1,F,38.201932,13.320287,
Agosto,Mercoledì,3,03/08/2022,10:45:00,2022-08-03T10:45:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIALE MARGHERITA DI SAVOIA nr. 57,0,C,38.193178,13.332332,
Agosto,Venerdì,5,05/08/2022,22:30:00,2022-08-05T22:30:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIALE PRINCIPE DI SCALEA nr. 39,0,C,38.199111,13.327752,
Agosto,Venerdì,5,05/08/2022,23:00:00,2022-08-05T23:00:00.000Z,VII,Partanna Mondello,Partanna Mondello,LUNGOMARE COLOMBO CRISTOFORO nr. 5356,0,C,38.195792,13.338617,
Agosto,Lunedi,8,08/08/2022,11:30:00,2022-08-08T11:30:00.000Z,VII,Partanna Mondello,Partanna Mondello,LUNGOMARE COLOMBO CRISTOFORO intersezione con LARGO CARONIA ROBERTI SALV.,1,F,38.190864,13.344501,
Agosto,Martedì,9,09/08/2022,17:57:00,2022-08-09T17:57:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIA APOLLO intersezione VIA CATALANO,2,F,38.197928,13.314207,
Agosto,Sabato,14,14/08/2022,00:05:00,2022-08-14T00:05:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIALE VENERE intersezione con VIA MARINAI ALLIATA,0,C,38.189683,13.328537,
Agosto,Lunedi,15,15/08/2022,20:45:00,2022-08-15T20:45:00.000Z,VII,Partanna Mondello,Partanna Mondello,LUNGOMARE COLOMBO CRISTOFORO altezza del civico 2343,0,M,38.184207,13.363335,
Agosto,Martedì,16,16/08/2022,16:00:00,2022-08-16T16:00:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIA TIMEO intersezione VIA PROMETEO,0,C,38.197131,13.306553,
Agosto,Domenica,21,21/08/2022,18:00:00,2022-08-21T18:00:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIALE PRINCIPE DI SCALEA altezza del civico 31,0,C,38.198593,13.328316,
Agosto,Lunedi,29,29/08/2022,15:58:00,2022-08-29T15:58:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIA GLAUCO altezza (spec.) Mondello,0,C,38.201386,13.326338,
Agosto,Lunedi,30,30/08/2022,01:15:00,2022-08-30T01:15:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIA PARTANNA MONDELLO altezza del civico 171,0,C,38.196185,13.311197,
Agosto,Martedì,30,30/08/2022,15:00:00,2022-08-30T15:00:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIALE MARGHERITA DI SAVOIA in prossimità di v.le palme,1,F,38.196091,13.331899,
Settembre,Venerdì,9,09/09/2022,16:15:00,2022-09-09T16:15:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIALE ORFEO altezza (inters.) VIA DEI TIGLI,1,F,38.192555,13.335682,
Settembre,Venerdì,9,09/09/2022,22:15:00,2022-09-09T22:15:00.000Z,VII,Partanna Mondello,Partanna Mondello,LUNGOMARE COLOMBO CRISTOFORO nr. 2733,1,F,38.187246,13.360338,
Settembre,Sabato,10,10/09/2022,12:15:00,2022-09-10T12:15:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIA CASTELFORTE altezza del civico 100,0,C,38.190664,13.320465,
Settembre,Domenica,11,11/09/2022,02:45:00,2022-09-11T02:45:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIALE GALATEA intersezione con VIA CALIPSO,1,F,38.201545,13.324641,
Settembre,Lunedi,12,12/09/2022,14:32:00,2022-09-12T14:32:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIA MATTEI altezza del civico 27/a,0,C,38.190596,13.321864,
Settembre,Venerdì,16,16/09/2022,20:00:00,2022-09-16T20:00:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIA NETTUNO intersezione con VIA ROSCIGLIONE GIOVANNI,1,F,38.195512,13.317301,
Settembre,Domenica,18,18/09/2022,17:45:00,2022-09-18T17:45:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIALE MARGHERITA DI SAVOIA altezza Q 8,1,F,38.195805,13.33199,
Settembre,Lunedi,19,19/09/2022,15:30:00,2022-09-19T15:30:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIA PARTANNA MONDELLO intersezione VIA CHIMERA,1,F,38.195181,13.30611,
Settembre,Giovedì,29,29/09/2022,14:30:00,2022-09-29T14:30:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIALE PRINCIPE DI SCALEA intersezione con VIA TETI,1,F,38.205658,13.324024,
Ottobre,Giovedì,6,06/10/2022,09:30:00,2022-10-06T09:30:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIALE PRINCIPE DI SCALEA intersezione VIA MONDELLO,1,F,38.206034,13.323909,
Ottobre,Giovedì,6,06/10/2022,15:00:00,2022-10-06T15:00:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIALE DELL'OLIMPO altezza del civico 30/B,0,C,38.188893,13.307032,
Ottobre,Sabato,8,08/10/2022,12:40:00,2022-10-08T12:40:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIALE VENERE intersezione PIAZZA CASTELFORTE,1,F,38.188867,13.322692,
Ottobre,Giovedì,13,13/10/2022,16:45:00,2022-10-13T16:45:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIALE REGINA ELENA nr. 53,1,F,38.198376,13.329855,
Ottobre,Lunedi,17,17/10/2022,13:50:00,2022-10-17T13:50:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIA IANDOLINO LORENZO altezza del civico 20,1,F,38.196917,13.313588,
Ottobre,Martedì,25,25/10/2022,11:15:00,2022-10-25T11:15:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIALE REGINA ELENA altezza del civico 15,1,F,38.203693,13.325414,
Ottobre,Martedì,25,25/10/2022,21:15:00,2022-10-25T21:15:00.000Z,VII,Partanna Mondello,Partanna Mondello,LUNGOMARE COLOMBO CRISTOFORO altezza del civico 3070,1,F,38.190326,13.358646,
Ottobre,Giovedì,27,27/10/2022,17:00:00,2022-10-27T17:00:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIA MONDELLO altezza del civico 13,1,F,38.205848,13.323671,
Novembre,Mercoledì,16,16/11/2022,12:00:00,2022-11-16T12:00:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIA IANDOLINO LORENZO altezza del civico 56,0,C,38.196573,13.312567,
Novembre,Lunedi,21,21/11/2022,17:15:00,2022-11-21T17:15:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIALE DELL'OLIMPO altezza (spec.) 5,1,F,38.188887,13.319376,
Novembre,Venerdì,25,25/11/2022,17:00:00,2022-11-25T17:00:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIA ASTEROPE intersezione con VIA PAZIENZA,1,F,38.200117,13.318264,
Novembre,Venerdì,25,25/11/2022,20:09:00,2022-11-25T20:09:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIALE REGINA ELENA di fronte al civico 39,1,F,38.199561,13.328472,
Novembre,Domenica,27,27/11/2022,07:00:00,2022-11-27T07:00:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIALE MARGHERITA DI SAVOIA in prossimità di .,0,C,38.186179,13.333362,
Novembre,Domenica,27,27/11/2022,07:00:00,2022-11-27T07:00:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIALE GALATEA altezza del civico 40,0,C,38.198656,13.319095,
Dicembre,Mercoledì,7,07/12/2022,18:25:00,2022-12-07T18:25:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIA CASTELFORTE altezza del civico 101/c,0,C,38.186857,13.323641,
Dicembre,Domenica,11,11/12/2022,12:50:00,2022-12-11T12:50:00.000Z,VII,Partanna Mondello,Partanna Mondello,LUNGOMARE COLOMBO CRISTOFORO intersezione con VIALE PRINCIPESSA MARIA,2,F,38.195662,13.33699,
Dicembre,Giovedì,15,15/12/2022,19:00:00,2022-12-15T19:00:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIA NESTORE pressi VIA AIACE,0,C,38.196687,13.301897,si
Dicembre,Venerdì,16,16/12/2022,07:20:00,2022-12-16T07:20:00.000Z,VII,Partanna Mondello,Partanna Mondello,VIA MATTEI altezza del civico 48,0,C,38.19079,13.321928,
Dicembre,Domenica,18,18/12/2022,14:00:00,2022-12-18T14:00:00.000Z,VII,Partanna Mondello,Partanna Mondello,LUNGOMARE COLOMBO CRISTOFORO intersezione con VIA BARBARIGO AGOSTINO,1,F,38.190612,13.345304,
Gennaio,Venerdì,28,28/01/2022,07:30:00,2022-01-28T07:30:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIA BASILE ERNESTO altezza (spec.) raiti,1,F,38.097343,13.345625,
Gennaio,Lunedi,31,31/01/2022,14:15:00,2022-01-31T14:15:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIA BASILE ERNESTO altezza (inters.) VIA CAU LUSSORIO,1,F,38.094962,13.341325,
Febbraio,Venerdì,11,11/02/2022,13:15:00,2022-02-11T13:15:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIA ARTALE VITO GEN. intersezione con LARGO SANTORO ENRICO,1,F,38.098979,13.34859,
Febbraio,Venerdì,11,11/02/2022,17:00:00,2022-02-11T17:00:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIA BASILE ERNESTO intersezione VIA PELLIGRA SALVATORE,1,F,38.097967,13.346147,
Febbraio,Mercoledì,16,16/02/2022,13:50:00,2022-02-16T13:50:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIA BASILE ERNESTO in prossimità di G. VITO ARTALE,1,F,38.100358,13.347435,si
Febbraio,Giovedì,17,17/02/2022,11:00:00,2022-02-17T11:00:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIA BASILE ERNESTO altezza del civico 198,1,F,38.100636,13.347593,
Marzo,Giovedì,10,10/03/2022,15:50:00,2022-03-10T15:50:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIALE REGIONE SICILIANA S.E. carr. centrale dir tp bonagia,1,F,38.093316,13.340307,
Marzo,Martedì,22,22/03/2022,15:35:00,2022-03-22T15:35:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIA BASILE ERNESTO altezza del civico 228,1,F,38.095754,13.342769,
Aprile,Martedì,5,05/04/2022,18:00:00,2022-04-05T18:00:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIA BASILE ERNESTO altezza (di fronte),0,C,38.103199,13.349103,si...?
Aprile,Giovedì,8,08/04/2022,00:50:00,2022-04-08T00:50:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIA LI BASSI GIUSEPPE intersezione con VIA LUCCHINI FRANCO,0,M,38.100233,13.352905,
Aprile,Venerdì,22,22/04/2022,07:20:00,2022-04-22T07:20:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIALE REGIONE SICILIANA altezza ponte Corleone,0,C,38.090087,13.344394,
Maggio,Domenica,8,08/05/2022,17:00:00,2022-05-08T17:00:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIA ROCCELLA GUSTAVO intersezione con VIA VITALI VINCENZO,3,F,38.098539,13.350721,
Maggio,Sabato,14,14/05/2022,18:00:00,2022-05-14T18:00:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIA BASILE ERNESTO di fronte v Carm Raiti,2,F,38.09733,13.345609,si
Maggio,Martedì,17,17/05/2022,15:35:00,2022-05-17T15:35:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIA BASILE ERNESTO altezza Parking Basile,0,C,38.098488,13.346161,si
Maggio,Giovedì,26,26/05/2022,07:50:00,2022-05-26T07:50:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIA BASILE ERNESTO altezza (inters.) VIA DI BARTOLO VINCENZO,1,F,38.099268,13.346835,
Giugno,Sabato,4,04/06/2022,14:00:00,2022-06-04T14:00:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIALE REGIONE SICILIANA S.E. altezza ponte Corleone,2,F,38.090175,13.34425,
Giugno,Sabato,4,04/06/2022,23:30:00,2022-06-04T23:30:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIA BASILE ERNESTO altezza capolinea Amat,1,F,38.097705,13.345653,
Giugno,Sabato,11,11/06/2022,13:45:00,2022-06-11T13:45:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIA ROCCELLA GUSTAVO nr. 72,1,F,38.092857,13.346426,
Giugno,Lunedi,13,13/06/2022,17:15:00,2022-06-13T17:15:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIA BASILE ERNESTO altezza (inters.) VIA ARTALE VITO GEN.,2,F,38.100317,13.347429,
Giugno,Giovedì,16,16/06/2022,09:15:00,2022-06-16T09:15:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIA BASILE ERNESTO intersezione VIA RAITI CARMELO,1,F,38.097308,13.345617,
Giugno,Venerdì,17,17/06/2022,11:30:00,2022-06-17T11:30:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIA ROCCELLA GUSTAVO altezza del civico 281,1,F,38.090961,13.343972,
Giugno,Sabato,25,25/06/2022,17:40:00,2022-06-25T17:40:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIA LI BASSI GIUSEPPE intersezione con VIA LUCCHINI FRANCO,3,F,38.100223,13.3529,
Luglio,Giovedì,14,14/07/2022,17:30:00,2022-07-14T17:30:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIALE REGIONE SICILIANA S.E. di fronte al civico 1564,0,C,38.092508,13.341055,
Agosto,Mercoledì,3,03/08/2022,14:50:00,2022-08-03T14:50:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIA BRASA altezza del civico 42,1,F,38.107457,13.353693,
Agosto,Mercoledì,10,10/08/2022,18:30:00,2022-08-10T18:30:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIA ZACCO LUIGI intersezione VIA VERDINOIS ALBERTO,0,C,38.094217,13.345485,
Agosto,Mercoledì,11,11/08/2022,00:15:00,2022-08-11T00:15:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIA BASILE ERNESTO s.n.c.,2,F,38.107487,13.353695,
Agosto,Martedì,16,16/08/2022,17:30:00,2022-08-16T17:30:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIA BASILE ERNESTO in prossimità di via V. Artale,0,C,38.100305,13.347409,
Agosto,Sabato,27,27/08/2022,21:50:00,2022-08-27T21:50:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIALE DELLE SCIENZE altezza EDIFICIO 19,0,C,38.10443,13.349417,
Settembre,Mercoledì,15,15/09/2022,02:30:00,2022-09-15T02:30:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIA BASILE ERNESTO di fronte VIA C. RAITI,0,C,38.097312,13.345604,
Settembre,Giovedì,15,15/09/2022,10:00:00,2022-09-15T10:00:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIA S.RAFFAELE ARCANGELO altezza del civico 53,2,F,38.092139,13.348202,
Settembre,Mercoledì,28,28/09/2022,11:45:00,2022-09-28T11:45:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIA BASILE ERNESTO di fronte al civico 228,2,F,38.095724,13.342738,
