Mese,Giorno_nome,Giorno_numero,Data,Ora,DataTime,Circoscrizione,Quartiere,UPL,Luogo,Feriti,Tipo_Sinistro,lat,lng,geocoding
Agosto,Mercoledì,3,03/08/2022,17:00:00,2022-08-03T17:00:00.000Z,VIII,Malaspina - Palagonia,Malaspina - Leonardo da Vinci,VIALE LEONARDO DA VINCI altezza del civico 127,1,F,38.12977,13.333858,
Agosto,Lunedi,8,08/08/2022,15:00:00,2022-08-08T15:00:00.000Z,VIII,Malaspina - Palagonia,Malaspina - Leonardo da Vinci,VIA LULLI GIOVAN BATTISTA intersezione con VIA CATALANI ALFREDO,1,F,38.129299,13.338548,
Agosto,Mercoledì,24,24/08/2022,12:25:00,2022-08-24T12:25:00.000Z,VIII,Malaspina - Palagonia,Malaspina - Leonardo da Vinci,VIALE REGIONE SICILIANA S.E. carreggiata centrale DIREZ. TP,2,F,38.127741,13.329716,
Agosto,Martedì,30,30/08/2022,17:30:00,2022-08-30T17:30:00.000Z,VIII,Malaspina - Palagonia,Malaspina - Leonardo da Vinci,VIA CAMPOLO GIOVANNI altezza del civico 8,1,F,38.128262,13.332891,
Settembre,Lunedi,5,05/09/2022,12:30:00,2022-09-05T12:30:00.000Z,VIII,Malaspina - Palagonia,Malaspina - Leonardo da Vinci,VIA MALASPINA intersezione PIAZZA ZIINO OTTAVIO,0,C,38.130564,13.338547,
Settembre,Martedì,20,20/09/2022,08:45:00,2022-09-20T08:45:00.000Z,VIII,Malaspina - Palagonia,Malaspina - Leonardo da Vinci,VIA LULLI GIOVAN BATTISTA intersezione VIA CATALANI ALFREDO,1,F,38.129268,13.338556,
Settembre,Domenica,25,25/09/2022,20:30:00,2022-09-25T20:30:00.000Z,VIII,Malaspina - Palagonia,Malaspina - Leonardo da Vinci,VIA PUCCINI GIACOMO intersezione con LARGO CARISSIMI GIAN GIACOMO,1,F,38.131745,13.339297,
Settembre,Martedì,28,28/09/2022,01:00:00,2022-09-28T01:00:00.000Z,VIII,Malaspina - Palagonia,Malaspina - Leonardo da Vinci,VIALE REGIONE SICILIANA N.O. direzione carr. lat. TP VIA PLATEN AUGUSTO,1,F,38.127675,13.329863,
Ottobre,Mercoledì,5,05/10/2022,07:25:00,2022-10-05T07:25:00.000Z,VIII,Malaspina - Palagonia,Malaspina - Leonardo da Vinci,PIAZZA EINSTEIN ALBERT altezza L.DO DA VINCI M,0,C,38.129216,13.330131,
Ottobre,Mercoledì,6,06/10/2022,00:01:00,2022-10-06T00:01:00.000Z,VIII,Malaspina - Palagonia,Malaspina - Leonardo da Vinci,VIALE LEONARDO DA VINCI nr. 171,1,F,38.129103,13.331275,
Ottobre,Sabato,8,08/10/2022,03:50:00,2022-10-08T03:50:00.000Z,VIII,Malaspina - Palagonia,Malaspina - Leonardo da Vinci,VIA MALASPINA altezza (inters.) VIA LULLI GIOVAN BATTISTA,0,C,38.129572,13.339328,
Ottobre,Mercoledì,12,12/10/2022,21:00:00,2022-10-12T21:00:00.000Z,VIII,Malaspina - Palagonia,Malaspina - Leonardo da Vinci,VIALE LEONARDO DA VINCI intersezione con VIALE GALILEO GALILEI,0,C,38.130032,13.335064,
Novembre,Giovedì,3,03/11/2022,11:10:00,2022-11-03T11:10:00.000Z,VIII,Malaspina - Palagonia,Malaspina - Leonardo da Vinci,VIA MALASPINA intersezione VIA CIMAROSA DOMENICO,1,F,38.128864,13.340142,
Novembre,Giovedì,3,03/11/2022,17:30:00,2022-11-03T17:30:00.000Z,VIII,Malaspina - Palagonia,Malaspina - Leonardo da Vinci,LARGO SAN JOSEMARIA ESCRIVA' intersezione VIA CAMPOLO GIOVANNI,0,C,38.128245,13.332699,
Novembre,Venerdì,4,04/11/2022,16:15:00,2022-11-04T16:15:00.000Z,VIII,Malaspina - Palagonia,Malaspina - Leonardo da Vinci,PIAZZA ZIINO OTTAVIO nr. 1b distr. ESSO,1,F,38.131146,13.338036,
Novembre,Venerdì,4,04/11/2022,18:40:00,2022-11-04T18:40:00.000Z,VIII,Malaspina - Palagonia,Malaspina - Leonardo da Vinci,VIA BOITO ARRIGO intersezione con VIA SGAMBATI GIOVANNI,1,F,38.130323,13.340957,
Novembre,Lunedi,14,14/11/2022,10:45:00,2022-11-14T10:45:00.000Z,VIII,Malaspina - Palagonia,Malaspina - Leonardo da Vinci,VIA CAMPOLO GIOVANNI di fronte al civico 114,1,F,38.129397,13.337639,
Novembre,Martedì,15,15/11/2022,13:40:00,2022-11-15T13:40:00.000Z,VIII,Malaspina - Palagonia,Malaspina - Leonardo da Vinci,VIA MALASPINA di fronte al civico 142,2,F,38.130228,13.338818,
Novembre,Venerdì,18,18/11/2022,08:30:00,2022-11-18T08:30:00.000Z,VIII,Malaspina - Palagonia,Malaspina - Leonardo da Vinci,VIALE REGIONE SICILIANA N.O. carreggiata centrale DIR TP,1,F,38.128671,13.329828,
Novembre,Venerdì,19,19/11/2022,02:55:00,2022-11-19T02:55:00.000Z,VIII,Malaspina - Palagonia,Malaspina - Leonardo da Vinci,VIA CAMPOLO GIOVANNI intersezione VIA PACINOTTI ANTONIO,0,C,38.128708,13.335474,
Novembre,Domenica,27,27/11/2022,22:00:00,2022-11-27T22:00:00.000Z,VIII,Malaspina - Palagonia,Malaspina - Leonardo da Vinci,VIA SERRADIFALCO intersezione VIA LULLI GIOVAN BATTISTA,2,F,38.129202,13.337953,
Novembre,Lunedi,29,29/11/2022,02:00:00,2022-11-29T02:00:00.000Z,VIII,Malaspina - Palagonia,Malaspina - Leonardo da Vinci,VIA MALASPINA altezza del civico 88/B,0,C,38.129349,13.339541,
Dicembre,Domenica,4,04/12/2022,18:50:00,2022-12-04T18:50:00.000Z,VIII,Malaspina - Palagonia,Malaspina - Leonardo da Vinci,VIA MALASPINA intersezione VIA BERNABEI ERCOLE,1,F,38.128373,13.340764,
Dicembre,Mercoledì,7,07/12/2022,14:20:00,2022-12-07T14:20:00.000Z,VIII,Malaspina - Palagonia,Malaspina - Leonardo da Vinci,VIA CAMPOLO GIOVANNI intersezione VIA PACINOTTI ANTONIO,0,C,38.128728,13.335492,
Dicembre,Martedì,13,13/12/2022,15:20:00,2022-12-13T15:20:00.000Z,VIII,Malaspina - Palagonia,Malaspina - Leonardo da Vinci,LARGO SAN JOSEMARIA ESCRIVA' altezza del civico 1,0,C,38.127789,13.332807,si...?
Dicembre,Lunedi,19,19/12/2022,08:30:00,2022-12-19T08:30:00.000Z,VIII,Malaspina - Palagonia,Malaspina - Leonardo da Vinci,VIALE LEONARDO DA VINCI intersezione VIA MIGLIACCIO MARIANO,0,C,38.129266,13.332048,
Dicembre,Giovedì,22,22/12/2022,01:30:00,2022-12-22T01:30:00.000Z,VIII,Malaspina - Palagonia,Malaspina - Leonardo da Vinci,VIA MALASPINA di fronte al civico 217,1,F,38.128656,13.340394,
Gennaio,Sabato,1,01/01/2022,13:30:00,2022-01-01T13:30:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA COSTANTINO DOMENICO altezza del civico 26,0,C,38.13113,13.343628,
Gennaio,Domenica,9,09/01/2022,23:10:00,2022-01-09T23:10:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA COSTANTINO DOMENICO intersezione VIA MORELLO NUNZIO,3,F,38.131511,13.344859,
Gennaio,Mercoledì,12,12/01/2022,18:20:00,2022-01-12T18:20:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA DUCA DELLA VERDURA intersezione con PIAZZA GENTILI ALBERICO,2,F,38.133913,13.350588,
Gennaio,Mercoledì,19,19/01/2022,14:15:00,2022-01-19T14:15:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA NOTARBARTOLO EMANUELE intersezione VIA LO JACONO FRANCESCO,0,C,38.132656,13.345459,
Gennaio,Sabato,22,22/01/2022,09:30:00,2022-01-22T09:30:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,PIAZZA BOIARDO MATTEO MARIA altezza del civico 21,1,F,38.132119,13.342633,
Gennaio,Martedì,25,25/01/2022,21:15:00,2022-01-25T21:15:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA PETRARCA FRANCESCO intersezione con VIA NOTARBARTOLO EMANUELE,0,C,38.133313,13.348047,
Febbraio,Giovedì,3,03/02/2022,13:05:00,2022-02-03T13:05:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA NOTARBARTOLO EMANUELE intersezione VIA LO JACONO FRANCESCO,1,F,38.132655,13.345459,
Febbraio,Lunedi,7,07/02/2022,11:10:00,2022-02-07T11:10:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA DELLA LIBERTA' intersezione VIA NOTARBARTOLO EMANUELE,1,F,38.133714,13.34978,
Febbraio,Mercoledì,9,09/02/2022,09:55:00,2022-02-09T09:55:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA DUCA DELLA VERDURA intersezione con VIALE MARCHESE DI VILLABIANCA,0,C,38.134409,13.352358,
Febbraio,Venerdì,18,18/02/2022,18:30:00,2022-02-18T18:30:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA MORELLO NUNZIO intersezione con VIA COSTANTINO DOMENICO,0,C,38.131511,13.344848,
Febbraio,Martedì,22,22/02/2022,08:30:00,2022-02-22T08:30:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA DALLA CHIESA C. A. GEN. intersezione con VIA DUCA DELLA VERDURA,2,F,38.134401,13.352391,
Marzo,Mercoledì,2,02/03/2022,08:30:00,2022-03-02T08:30:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,PIAZZA BOIARDO MATTEO MARIA intersezione con VIA NOTARBARTOLO EMANUELE,0,C,38.132019,13.342669,si
Marzo,Lunedi,7,07/03/2022,12:20:00,2022-03-07T12:20:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,PIAZZA CRISPI FRANCESCO intersezione con VIA DELLA LIBERTA',1,F,38.130212,13.352106,
Marzo,Sabato,12,12/03/2022,16:00:00,2022-03-12T16:00:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA MORELLO NUNZIO intersezione VIA COSTANTINO DOMENICO,1,F,38.13153,13.344876,
Marzo,Mercoledì,16,16/03/2022,22:40:00,2022-03-16T22:40:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA NOTARBARTOLO EMANUELE intersezione VIA MORELLO NUNZIO,0,C,38.132371,13.34437,
Marzo,Venerdì,18,18/03/2022,13:50:00,2022-03-18T13:50:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA DUCA DELLA VERDURA intersezione VIA DALLA CHIESA C. A. GEN.,1,F,38.134364,13.352375,
Marzo,Giovedì,24,24/03/2022,00:30:00,2022-03-24T00:30:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA COSTANTINO DOMENICO intersezione con VIA MORELLO NUNZIO,0,C,38.131521,13.344885,
Marzo,Giovedì,24,24/03/2022,10:45:00,2022-03-24T10:45:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA NOTARBARTOLO EMANUELE altezza (inters.) VIA LEOPARDI GIACOMO,0,C,38.132974,13.346699,
Marzo,Lunedi,28,28/03/2022,16:25:00,2022-03-28T16:25:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA SCIUTI GIUSEPPE intersezione con VIA ARIOSTO LUDOVICO,2,F,38.133214,13.342806,si
Marzo,Lunedi,28,28/03/2022,19:00:00,2022-03-28T19:00:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA DELLA LIBERTA' intersezione con VIA DUCA DELLA VERDURA,2,F,38.13372,13.349803,
Marzo,Martedì,29,29/03/2022,09:00:00,2022-03-29T09:00:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA NOTARBARTOLO EMANUELE intersezione VIA MORELLO NUNZIO,1,F,38.132356,13.344369,
Marzo,Martedì,29,29/03/2022,20:15:00,2022-03-29T20:15:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA NOTARBARTOLO EMANUELE altezza del civico 8,1,F,38.133279,13.348134,
Aprile,Giovedì,1,01/04/2022,01:45:00,2022-04-01T01:45:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,PIAZZA CRISPI FRANCESCO a mt. .,1,F,38.130327,13.352372,
Aprile,Martedì,5,05/04/2022,12:30:00,2022-04-05T12:30:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,PIAZZA BOIARDO MATTEO MARIA di fronte ariosto,0,C,38.132989,13.342333,
Aprile,Martedì,12,12/04/2022,09:15:00,2022-04-12T09:15:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA DELLA LIBERTA' nr. 56D,0,C,38.135248,13.348775,
Aprile,Venerdì,15,15/04/2022,15:50:00,2022-04-15T15:50:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA DUCA DELLA VERDURA intersezione con PIAZZA GENTILI ALBERICO,1,F,38.133911,13.35059,
Aprile,Lunedi,18,18/04/2022,17:45:00,2022-04-18T17:45:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA NOTARBARTOLO EMANUELE intersezione PIAZZA BOIARDO MATTEO MARIA,0,C,38.132003,13.342698,
Aprile,Martedì,19,19/04/2022,19:25:00,2022-04-19T19:25:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA NOTARBARTOLO EMANUELE intersezione VIA PETRARCA FRANCESCO,1,F,38.133289,13.348043,
Aprile,Mercoledì,20,20/04/2022,08:15:00,2022-04-20T08:15:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIALE MARCHESE DI VILLABIANCA intersezione con VIA DUCA DELLA VERDURA,4,F,38.134364,13.352359,
Maggio,Giovedì,5,05/05/2022,16:00:00,2022-05-05T16:00:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA DALLA CHIESA C. A. GEN. altezza del civico 20,0,C,38.131982,13.353868,
Maggio,Venerdì,6,06/05/2022,00:55:00,2022-05-06T00:55:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA DELLA LIBERTA' altezza del civico 75,0,C,38.132881,13.350316,
Maggio,Martedì,10,10/05/2022,15:45:00,2022-05-10T15:45:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA DUCA DELLA VERDURA intersezione VIA DALLA CHIESA C. A. GEN.,1,F,38.134385,13.352362,
Maggio,Giovedì,12,12/05/2022,10:25:00,2022-05-12T10:25:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA DUCA DELLA VERDURA altezza del civico 17,0,C,38.13448,13.352778,
Maggio,Domenica,15,15/05/2022,21:30:00,2022-05-15T21:30:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA DI MARZO GIOACCHINO intersezione VIA LEOPARDI GIACOMO,1,F,38.133681,13.34622,
Maggio,Lunedi,17,17/05/2022,04:00:00,2022-05-17T04:00:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA MARCHESE UGO altezza del civico 74,0,C,38.133061,13.350021,
Maggio,Martedì,18,18/05/2022,00:20:00,2022-05-18T00:20:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA DELLA LIBERTA' altezza (inters.) VIA MONDINI RAFFAELLO,2,F,38.135035,13.349005,
Maggio,Martedì,24,24/05/2022,20:50:00,2022-05-24T20:50:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA COSTANTINO DOMENICO intersezione VIA TERRASANTA,1,F,38.131277,13.344021,
Maggio,Sabato,28,28/05/2022,03:30:00,2022-05-28T03:30:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA LEOPARDI GIACOMO intersezione con VIA NOTARBARTOLO EMANUELE,0,C,38.132972,13.346683,
Maggio,Domenica,29,29/05/2022,02:10:00,2022-05-29T02:10:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA COSTANTINO DOMENICO intersezione VIA TERRASANTA,0,C,38.131266,13.344003,
Maggio,Martedì,31,31/05/2022,15:40:00,2022-05-31T15:40:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA DELLE CROCI altezza (inters.) VIA VENTURA GIOACCHINO,1,F,38.131873,13.355287,
Giugno,Mercoledì,1,01/06/2022,03:00:00,2022-06-01T03:00:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA TERRASANTA altezza del civico 113,0,C,38.131451,13.343893,
Giugno,Mercoledì,1,01/06/2022,18:00:00,2022-06-01T18:00:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA DUCA DELLA VERDURA altezza del civico 4,1,F,38.134087,13.351228,
Giugno,Sabato,4,04/06/2022,09:15:00,2022-06-04T09:15:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA DELLA LIBERTA' intersezione con VIA DUCA DELLA VERDURA,1,F,38.133724,13.349751,
Giugno,Lunedi,6,06/06/2022,11:15:00,2022-06-06T11:15:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA ARIOSTO LUDOVICO intersezione con VIA LEOPARDI GIACOMO,1,F,38.134376,13.345813,
Giugno,Mercoledì,8,08/06/2022,11:05:00,2022-06-08T11:05:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIALE MARCHESE DI VILLABIANCA intersezione VIA DUCA DELLA VERDURA,1,F,38.134369,13.352335,
Giugno,Venerdì,24,24/06/2022,01:49:00,2022-06-24T01:49:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA NOTARBARTOLO EMANUELE intersezione con VIA MORELLO NUNZIO,2,F,38.132345,13.344406,
Giugno,Lunedi,28,28/06/2022,00:15:00,2022-06-28T00:15:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA NOTARBARTOLO EMANUELE intersezione con VIA TERRASANTA,1,F,38.13196,13.34356,
Luglio,Sabato,2,02/07/2022,03:45:00,2022-07-02T03:45:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA DALLA CHIESA C. A. GEN. intersezione con VIA DUCA DELLA VERDURA,3,F,38.134386,13.352294,
Luglio,Mercoledì,13,13/07/2022,14:30:00,2022-07-13T14:30:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA NOTARBARTOLO EMANUELE intersezione VIA MORELLO NUNZIO,1,F,38.132355,13.34441,
Agosto,Venerdì,6,06/08/2022,03:10:00,2022-08-06T03:10:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA DALLA CHIESA C. A. GEN. altezza del civico 40,0,C,38.132776,13.353342,
Agosto,Venerdì,12,12/08/2022,07:00:00,2022-08-12T07:00:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA DELLA LIBERTA' altezza (inters.) VIA DI MARZO GIOACCHINO,0,C,38.13479,13.349057,
Agosto,Venerdì,12,12/08/2022,07:15:00,2022-08-12T07:15:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA NOTARBARTOLO EMANUELE intersezione VIA MORELLO NUNZIO,2,F,38.132365,13.344345,
Agosto,Lunedi,29,29/08/2022,17:45:00,2022-08-29T17:45:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA DUCA DELLA VERDURA intersezione VIA DALLA CHIESA C. A. GEN.,2,F,38.13441,13.352326,
Agosto,Lunedi,29,29/08/2022,22:30:00,2022-08-29T22:30:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA NOTARBARTOLO EMANUELE intersezione VIA PETRARCA FRANCESCO,0,R,38.13329,13.348053,
Agosto,Martedì,30,30/08/2022,22:30:00,2022-08-30T22:30:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA TERRASANTA intersezione VIA NOTARBARTOLO EMANUELE,0,C,38.132131,13.343413,
Settembre,Venerdì,2,02/09/2022,12:15:00,2022-09-02T12:15:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA DUCA DELLA VERDURA intersezione PIAZZA GENTILI ALBERICO,1,F,38.133922,13.350557,
Settembre,Venerdì,23,23/09/2022,11:15:00,2022-09-23T11:15:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,PIAZZA BOIARDO MATTEO MARIA altezza del civico 9,1,F,38.132606,13.342499,
Ottobre,Domenica,2,02/10/2022,20:00:00,2022-10-02T20:00:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA TERRASANTA altezza del civico 106,0,C,38.131617,13.343768,
Ottobre,Mercoledì,12,12/10/2022,16:30:00,2022-10-12T16:30:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA MATTARELLA PIERSANTI intersezione VIA NOTARBARTOLO EMANUELE,1,F,38.132905,13.34672,
Ottobre,Martedì,18,18/10/2022,09:15:00,2022-10-18T09:15:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA DUCA DELLA VERDURA intersezione con VIA DALLA CHIESA C. A. GEN.,0,C,38.131695,13.354035,
Ottobre,Mercoledì,26,26/10/2022,17:15:00,2022-10-26T17:15:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA DUCA DELLA VERDURA altezza del civico 24,0,C,38.134529,13.352921,
Ottobre,Venerdì,28,28/10/2022,15:00:00,2022-10-28T15:00:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA NOTARBARTOLO EMANUELE intersezione con LARGO ABETI (DEGLI),0,C,38.13368,13.349579,
Novembre,Lunedi,7,07/11/2022,15:10:00,2022-11-07T15:10:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA NOTARBARTOLO EMANUELE intersezione VIA PETRARCA FRANCESCO,2,F,38.133286,13.348053,
Novembre,Martedì,15,15/11/2022,10:50:00,2022-11-15T10:50:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA DELLA LIBERTA' altezza (inters.) VIA NOTARBARTOLO EMANUELE,1,F,38.133724,13.349775,
Novembre,Giovedì,17,17/11/2022,15:30:00,2022-11-17T15:30:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA NOTARBARTOLO EMANUELE intersezione VIA DELLA LIBERTA',0,C,38.133707,13.349757,
Novembre,Giovedì,24,24/11/2022,14:00:00,2022-11-24T14:00:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,PIAZZA BOIARDO MATTEO MARIA in prossimità di STRISCE PEDONAL,1,F,38.132524,13.342476,
Dicembre,Venerdì,10,10/12/2022,05:30:00,2022-12-10T05:30:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA DALLA CHIESA C. A. GEN. pressi N? CIVICO 40,1,F,38.132897,13.353288,
Dicembre,Mercoledì,14,14/12/2022,11:15:00,2022-12-14T11:15:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA NOTARBARTOLO EMANUELE intersezione VIA DELLA LIBERTA',0,C,38.133708,13.349759,
Dicembre,Venerdì,30,30/12/2022,19:45:00,2022-12-30T19:45:00.000Z,VIII,Libertà,Notarbartolo - Giardino Inglese,VIA DALLA CHIESA C. A. GEN. intersezione con VIA ROTOLO CANONICO,1,F,38.133556,13.352941,
Gennaio,Sabato,1,01/01/2022,03:20:00,2022-01-01T03:20:00.000Z,VIII,Libertà,Marchese di Villabianca - Sampolo,PIAZZA LEONI intersezione VIA DELL'ARTIGLIERE,0,C,38.146713,13.343785,
Gennaio,Mercoledì,5,05/01/2022,21:00:00,2022-01-05T21:00:00.000Z,VIII,Libertà,Marchese di Villabianca - Sampolo,PIAZZA DON BOSCO in prossimità di di,0,C,38.14412,13.3455,
Gennaio,Sabato,15,15/01/2022,14:20:00,2022-01-15T14:20:00.000Z,VIII,Libertà,Marchese di Villabianca - Sampolo,VIALE DIANA pressi Ingr. P. leoni,1,F,38.146924,13.344078,
Gennaio,Giovedì,20,20/01/2022,09:20:00,2022-01-20T09:20:00.000Z,VIII,Libertà,Marchese di Villabianca - Sampolo,VIA DUCA DELLA VERDURA intersezione con VIA TOSELLI PIETRO MAGG.,1,F,38.134697,13.353524,
Gennaio,Mercoledì,26,26/01/2022,13:15:00,2022-01-26T13:15:00.000Z,VIII,Libertà,Marchese di Villabianca - Sampolo,VIA CORDOVA FILIPPO intersezione VIA D'AZEGLIO MASSIMO,1,F,38.141255,13.346597,
Gennaio,Sabato,29,29/01/2022,22:30:00,2022-01-29T22:30:00.000Z,VIII,Libertà,Marchese di Villabianca - Sampolo,PIAZZA LEONI altezza del civico 9,1,F,38.14578,13.345219,
Gennaio,Lunedi,31,31/01/2022,10:10:00,2022-01-31T10:10:00.000Z,VIII,Libertà,Marchese di Villabianca - Sampolo,VIA MARCHESE DI ROCCAFORTE intersezione con VIA LA MARMORA ALESSANDRO,1,F,38.14295,13.346752,
Febbraio,Mercoledì,23,23/02/2022,09:30:00,2022-02-23T09:30:00.000Z,VIII,Libertà,Marchese di Villabianca - Sampolo,VIALE MARCHESE DI VILLABIANCA nr. 59,1,F,38.135765,13.351445,
Febbraio,Mercoledì,23,23/02/2022,11:40:00,2022-02-23T11:40:00.000Z,VIII,Libertà,Marchese di Villabianca - Sampolo,VIA DI MARCO VINCENZO intersezione VIA ILARDI PIETRO,0,C,38.135686,13.350414,
Marzo,Giovedì,10,10/03/2022,12:00:00,2022-03-10T12:00:00.000Z,VIII,Libertà,Marchese di Villabianca - Sampolo,VIA SAMPOLO di fronte al civico 44,1,F,38.135833,13.355885,
Marzo,Sabato,12,12/03/2022,00:30:00,2022-03-12T00:30:00.000Z,VIII,Libertà,Marchese di Villabianca - Sampolo,PIAZZA DON BOSCO intersezione VIA IMPERATORE FEDERICO,0,C,38.144845,13.346301,
Marzo,Martedì,22,22/03/2022,22:40:00,2022-03-22T22:40:00.000Z,VIII,Libertà,Marchese di Villabianca - Sampolo,PIAZZA LEONI altezza del civico 63,0,C,38.145939,13.344985,
Marzo,Mercoledì,30,30/03/2022,20:00:00,2022-03-30T20:00:00.000Z,VIII,Libertà,Marchese di Villabianca - Sampolo,VIA DI MARCO VINCENZO di fronte 39,0,C,38.137039,13.349537,
Aprile,Mercoledì,6,06/04/2022,10:20:00,2022-04-06T10:20:00.000Z,VIII,Libertà,Marchese di Villabianca - Sampolo,VIA DUCA DELLA VERDURA intersezione con VIA SAMPOLO,1,F,38.135381,13.356376,
Aprile,Martedì,19,19/04/2022,19:00:00,2022-04-19T19:00:00.000Z,VIII,Libertà,Marchese di Villabianca - Sampolo,PIAZZA DON BOSCO altezza del civico 7/C,1,F,38.14447,13.345075,
Aprile,Sabato,30,30/04/2022,16:00:00,2022-04-30T16:00:00.000Z,VIII,Libertà,Marchese di Villabianca - Sampolo,VIA CAVIGLIA MARESCIALLO altezza del civico 12,0,C,38.140817,13.349949,
Maggio,Martedì,3,03/05/2022,13:00:00,2022-05-03T13:00:00.000Z,VIII,Libertà,Marchese di Villabianca - Sampolo,PIAZZA LEONI altezza del civico 5A,1,F,38.145539,13.345522,
Maggio,Sabato,7,07/05/2022,13:50:00,2022-05-07T13:50:00.000Z,VIII,Libertà,Marchese di Villabianca - Sampolo,VIA ALESSI GIUSEPPE intersezione VIA TRENTACOSTE DOMENICO,0,C,38.140417,13.350482,
Maggio,Sabato,21,21/05/2022,17:00:00,2022-05-21T17:00:00.000Z,VIII,Libertà,Marchese di Villabianca - Sampolo,VIA ALESSI GIUSEPPE intersezione con VIA TOSELLI PIETRO MAGG.,1,F,38.14015,13.349909,
Maggio,Martedì,24,24/05/2022,14:35:00,2022-05-24T14:35:00.000Z,VIII,Libertà,Marchese di Villabianca - Sampolo,PIAZZA LEONI altezza del civico 63,1,F,38.145924,13.345002,
