Data;Ora;Luogo;Feriti;;Latitudine;Longitudine
06/07/2021;15:00;VIALE MICHELANGELO altezza del civico 811;1;F;38,137396;13,320342
06/07/2021;16:05;VIA MATTARELLA PIERSANTI intersezione con VIA DAMIANI ALMEYDA;1;F;38,131538;13,347487
06/07/2021;16:35;VIA BOTTICELLI SANDRO intersezione con VIALE DELLE MAGNOLIE;1;F;38,139424;13,33558
06/07/2021;19:30;VIA PITRE' GIUSEPPE altezza del civico 118/d;1;F;38,110508;13,328252
06/07/2021;21:30;VIA MORTILLARO VINCENZO intersezione VIA PEREZ FRANCESCO PAOLO;0;C;38,104877;13,367207
06/07/2021;22:50;VIALE REGIONE SICILIANA N.O. intersezione VIA PERPIGNANO;1;F;38,119263;13,328951
06/07/2021;23:50;VIA MONTE LE MERLE altezza del civico 10;0;C;38,141643;13,341575
07/07/2021;04:10;VIALE REGIONE SICILIANA S.E. altezza del civico 5651;2;F;38,087471;13,392541
07/07/2021;05:55;PIAZZA NISCEMI di fronte al civico 16;0;C;38,163846;13,331637
07/07/2021;09:20;FORO UMBERTO I altezza Porta dei greci;2;F;38,116679;13,373928
07/07/2021;09:45;VIALE LAZIO altezza (inters.) VIA VALDINOTO;1;F;38,141675;13,336626
07/07/2021;11:15;VIA STABILE MARIANO nr. 177;1;F;38,122837;13,357322
07/07/2021;17:20;VIALE REGINA ELENA altezza (inters.) VIALE DELLE ROSE;0;C;38,201104;13,327048
07/07/2021;18:45;VIA LINCOLN intersezione con VIA RAO CARLO;1;F;38,112591;13,370538
07/07/2021;19:15;VIA EUGENIO L'EMIRO intersezione con VIA PALAZZOTTO F.P. E G.B.;1;F;38,113776;13,335606
07/07/2021;22:15;VIALE REGIONE SICILIANA N.O. altezza del civico 4651;2;F;38,128028;13,32996
08/07/2021;07:50;VIA ORETO altezza (inters.) VIA BERGAMO;0;C;38,103914;13,369116
08/07/2021;08:45;VIALE REGIONE SICILIANA S.E. altezza PONTE CORLEONE;0;C;38,090084;13,344438
08/07/2021;09:40;FORO UMBERTO I altezza PORTA FELICE;1;F;38,119733;13,371404
08/07/2021;11:05;VIA VOLTURNO altezza del civico 3;1;F;38,120071;13,355843
08/07/2021;14:15;VIA MESSINA MARINE di fronte al civico 215;0;C;38,106139;13,386567
08/07/2021;15:50;VIA IMPERATORE FEDERICO altezza del civico 83;1;F;38,146425;13,350992
08/07/2021;16:30;VIA VILLAGRAZIA altezza del civico 369;1;F;38,080644;13,334736
08/07/2021;17:00;VIA FAZIO EMERICO altezza VIA F. FERMI;0;C;38,143597;13,352052
08/07/2021;19:30;VIA VILLAGRAZIA di fronte al civico 369;0;C;38,080671;13,33473
08/07/2021;23:00;VIA BACHELET VITTORIO altezza (spec.) Pagliarelli;1;F;38,092774;13,337063
09/07/2021;01:30;VIA MONTEPELLEGRINO intersezione con VIA PETROCELLI BIAGIO;1;F;38,139095;13,358142
09/07/2021;04:30;PIAZZA INDIPENDENZA in prossimit? di re ruggero;0;C;38,110167;13,35275
09/07/2021;06:55;VIA PRINCIPE DI PALAGONIA intersezione con VIA ZANDONAI RICCARDO;2;F;38,133276;13,336898
09/07/2021;08:00;VIA CILEA FRANCESCO intersezione con VIA PEROSI LORENZO;1;F;38,135588;13,337703
09/07/2021;13:30;VIA MESSINA MARINE altezza del civico 419;1;F;38,102049;13,396806
09/07/2021;15:55;VIA CARELLA intersezione con VIA BENTIVEGNA FRANCESCO;0;C;38,12327;13,360745
09/07/2021;16:00;VIA VOLTURNO intersezione PIAZZA VERDI GIUSEPPE;0;C;38,120158;13,356204
09/07/2021;18:40;VIALE REGIONE SICILIANA N.O. a mt. 50 circa;1;F;38,149584;13,326459
09/07/2021;23:45;VIA MESSINA MARINE di fronte al civico 735/a;1;F;38,096819;13,426291
10/07/2021;00:01;VIA ALBANESE ENRICO altezza del civico 7;0;C;38,13105;13,357241
10/07/2021;01:30;VIA PLAUTO altezza del civico 28/A;0;C;38,199423;13,269637
10/07/2021;02:30;VIA FEDELE FORTUNATO nr. 44;1;F;38,108911;13,372909
10/07/2021;12:45;VIALE PRINCIPE DI SCALEA altezza del civico 61/C;0;C;38,200752;13,326259
10/07/2021;18:45;VIALE REGIONE SICILIANA N.O. altezza del civico 5100;0;C;38,149079;13,32531
10/07/2021;19:00;VIA CASTELLANA nr. 244;1;F;38,125614;13,29218
11/07/2021;08:15;VIA CATANIA intersezione con VIA CUSMANO GIACOMO;1;F;38,126783;13,346761
11/07/2021;14:45;VIA BESTA FABIO intersezione VIA LANZA DI SCALEA GIUSEPPE;3;F;38,177395;13,308589
12/07/2021;00:01;VIA STABILE MARIANO altezza del civico 255;2;F;38,121868;13,354846
12/07/2021;01:23;VIALE DEI PICCIOTTI intersezione VIA CAPPELLO SALVATORE;1;F;38,105425;13,381824
12/07/2021;02:55;VIA ROMA altezza del civico 265;1;F;38,118372;13,362788
12/07/2021;07:40;VIALE DELL'OLIMPO altezza rotonda;1;F;38,188953;13,314596
12/07/2021;08:05;VIALE REGIONE SICILIANA di fronte al civico 1109;1;F;38,113183;13,329795
12/07/2021;13:10;VIA GUGLIELMO IL BUONO altezza del civico 81;1;F;38,116718;13,344725
12/07/2021;14:05;FORO UMBERTO I altezza (inters.) VIA LINCOLN;1;F;38,115149;13,37613
12/07/2021;17:15;VIALE REGIONE SICILIANA S.E. pressi 1899;1;F;38,088769;13,345671
13/07/2021;05:00;VIA CRISPI FRANCESCO s.n.c.;0;C;38,125337;13,363666
13/07/2021;09:20;VIA BASILE ERNESTO in prossimit? di largo A. Sabato;2;F;38,098947;13,346666
13/07/2021;09:35;VIALE ORFEO intersezione con VIA DEI TIGLI;0;C;38,192554;13,335681
13/07/2021;10:30;VIALE REGIONE SICILIANA S.E. s.n.c.;0;C;38,108225;13,329925
13/07/2021;11:00;VIA CALANDRA PIETRO altezza SOTTOPASSAGGIO;0;C;38,190422;13,282116
13/07/2021;11:25;PIAZZA NASCE' FRANCESCO altezza quintino sella;0;C;38,127618;13,356698
13/07/2021;13:45;VIA DELLO SPEZIALE altezza del civico 101;0;C;38,127945;13,359137
13/07/2021;14:00;VIA CRISPI FRANCESCO intersezione con VIA AMARI EMERICO;1;F;38,127054;13,362385
13/07/2021;15:00;VIA BELGIO altezza del civico 49;0;C;38,151041;13,329949
13/07/2021;15:25;VIA RUGGERI LEONARDO intersezione VIA SANGIORGI SALVATORE;0;C;38,125555;13,31836
13/07/2021;17:30;VIALE REGIONE SICILIANA S.E. altezza del civico 1843;0;C;38,090463;13,343588
13/07/2021;18:30;VIALE REGIONE SICILIANA S.E. altezza PONTE CORLEONE;1;F;38,090031;13,344316
13/07/2021;21:20;VIA MESSINA MARINE altezza del civico 43;1;F;38,108868;13,380366
14/07/2021;05:00;VIA MESSINA MARINE altezza del civico 149;0;C;38,106832;13,383199
14/07/2021;08:50;VIA MESSINA MARINE altezza del civico 313;2;F;38,10455;13,390392
14/07/2021;10:00;VIA STABILE MARIANO pressi CIV 190;1;F;38,122343;13,356142
14/07/2021;10:30;VIALE REGIONE SICILIANA altezza svinc ciaculli;1;F;38,088419;13,388186
14/07/2021;15:40;VIA CRISPI FRANCESCO altezza del civico 226;1;F;38,128098;13,361707
14/07/2021;17:00;VIA DELLA LIBERTA' intersezione VIALE LAZIO;0;R;38,143864;13,343201
14/07/2021;17:05;VIA LI MULI VINCENZO altezza del civico 56;1;F;38,105171;13,340971
14/07/2021;17:50;VIALE GALILEO GALILEI altezza del civico 14;0;C;38,130415;13,334737
14/07/2021;18:10;VIA DELLA LIBERTA' altezza del civico 91;0;C;38,133269;13,3501
14/07/2021;20:00;VIA CRUILLAS altezza del civico 31;1;F;38,141215;13,326503
14/07/2021;21:30;CORSO DEI MILLE intersezione con VIA CORSELLI RODOLFO GEN.;1;F;38,096473;13,397643
15/07/2021;02:00;VIA CRISPI FRANCESCO intersezione con VIA SCINA' DOMENICO;0;C;38,143447;13,357656
15/07/2021;11:00;VIA RABIN ISAAC in prossimit? di largo salerno;1;F;38,147976;13,357474
15/07/2021;11:15;VIA BASILE ERNESTO altezza del civico 40;0;C;38,107002;13,353694
15/07/2021;18:00;VIA DE SALIBA ANTONIO intersezione PIAZZA CHINNICI ROCCO;0;C;38,133111;13,333196
15/07/2021;23:50;VIA JUVARA ALOISIO intersezione con VIA SPEDALIERI NICOLO';5;F;38,138763;13,361784
16/07/2021;06:00;VIA DEL VESPRO altezza del civico 82;0;C;38,104694;13,36281
16/07/2021;09:10;VIA SERGIO PAPA I altezza del civico 61;1;F;38,153304;13,370652
16/07/2021;09:15;VIA DELL'ORSA MINORE intersezione VIA S.MARIA DI GESU';1;F;38,096387;13,370619
16/07/2021;12:10;VIALE MICHELANGELO altezza del civico 1299;1;F;38,136006;13,316267
16/07/2021;12:50;VIA RICASOLI intersezione VIA LA LUMIA ISIDORO;2;F;38,128268;13,355333
16/07/2021;14:45;VIALE GALILEO GALILEI altezza del civico 94 b;1;F;38,135379;13,332974
16/07/2021;16:00;PIAZZA DURANTE FRANCESCO intersezione VIA DEL VESPRO;1;F;38,103756;13,362887
16/07/2021;17:15;VIALE PRINCIPE DI SCALEA intersezione con VIALE DELLE SIRENE;1;F;38,197259;13,330117
16/07/2021;22:00;VIALE REGINA ELENA altezza del civico 17;2;F;38,203415;13,325567
16/07/2021;22:15;VIALE REGIONE SICILIANA S.E. altezza del civico 924;3;F;38,096573;13,335711
16/07/2021;22:20;VIA SALAMONE MARINO SALVATORE intersezione con VIA DEL VESPRO;2;F;38,108569;13,361949
17/07/2021;05:30;PIAZZA PERANNI DOMENICO nr. 8;2;F;38,114896;13,352216
17/07/2021;06:00;VIALE REGIONE SICILIANA N.O. carreggiata centrale direzione TP;1;F;38,148959;13,326341
17/07/2021;06:35;PIAZZA PERANNI DOMENICO nr. 10/a;0;C;38,114915;13,352272
17/07/2021;07:50;VIA MARCONI GUGLIELMO intersezione con VIA CUSMANO GIACOMO;1;F;38,124757;13,347927
17/07/2021;10:45;VIA BORREMANS GUGLIELMO altezza (inters.) VIALE GALILEO GALILEI;1;F;38,132598;13,334106
17/07/2021;16:30;VIA POLLACI GIUSEPPE nr. 33;0;C;38,10477;13,329597
17/07/2021;18:45;PIAZZA PERANNI DOMENICO pressi VIA PAPIRETO;1;F;38,11518;13,353276
17/07/2021;21:05;CORSO ALBERTO AMEDEO altezza del civico 13;0;C;38,114923;13,351839
17/07/2021;21:20;PIAZZA PERANNI DOMENICO altezza del civico 8;0;C;38,114773;13,352206
17/07/2021;21:25;PIAZZA PERANNI DOMENICO altezza del civico 7;0;C;38,114853;13,35203
17/07/2021;21:25;PIAZZA PERANNI DOMENICO altezza del civico 2;1;F;38,115141;13,353071
18/07/2021;00:08;VIA LINCOLN altezza del civico 33;0;C;38,113858;13,373305
18/07/2021;15:00;VIALE REGIONE SICILIANA S.E. carr. centrale -;0;C;38,086244;13,351978
18/07/2021;18:15;VIA PRINCIPE DI PATERNO' intersezione con VIA ZAPPALA' GIOVANNI;1;F;38,137622;13,335638
19/07/2021;11:15;VIA CONTE FEDERICO in direzione di CAR. LATERALE VIALE REGIONE SICILIANA S.E.;2;F;38,086814;13,39878
19/07/2021;13:10;VIA JEMMA ROCCO altezza del civico 37;2;F;38,10448;13,363925
19/07/2021;14:10;VIA DELLA LIBERTA' altezza del civico 18;1;F;38,126508;13,354233
19/07/2021;15:00;VIALE MARGHERITA DI SAVOIA intersezione con VIALE DELLE PALME;2;F;38,196074;13,331937
19/07/2021;17:30;VIA ALESSI GIUSEPPE altezza del civico 146;1;F;38,141168;13,352298
19/07/2021;20:45;VIALE REGIONE SICILIANA N.O. altezza del civico 1800;1;F;38,119918;13,328508
20/07/2021;03:00;VIA DIANA s.n.c.;1;F;38,166514;13,339254
20/07/2021;09:10;VIA DELLA LIBERTA' intersezione VIA SIRACUSA;2;F;38,128124;13,353207
20/07/2021;10:00;VIA LO JACONO FRANCESCO altezza del civico 10;0;C;38,131486;13,346128
20/07/2021;11:30;CORSO ALBERTO AMEDEO intersezione con CORSO CALATAFIMI;0;C;38,111898;13,352103
20/07/2021;13:00;CORSO TUKORY in prossimit? di 213;0;C;38,108123;13,35563
20/07/2021;16:10;VIA LANCIA DI BROLO DOMENICO intersezione VIA CAMPOLO GIOVANNI;0;C;38,128251;13,332744
20/07/2021;17:30;VIA DANTE altezza del civico 338;1;F;38,121351;13,340824
20/07/2021;22:16;VIA D'ANNUNZIO GABRIELE intersezione PIAZZA UNITA' D'ITALIA;0;C;38,137894;13,34422
21/07/2021;03:45;CORSO DEI MILLE intersezione con VIA LAUDICINA ANTONINO;1;R;38,092532;13,409803
21/07/2021;09:10;VIALE ERCOLE altezza snc;0;C;38,169211;13,337356
21/07/2021;09:45;VIA BUONRIPOSO altezza del civico 100;1;F;38,099794;13,372914
21/07/2021;13:40;VIA MAJALI GIULIANO altezza (inters.) VIA AVOLIO CORRADO;0;C;38,10934;13,360192
21/07/2021;14:00;PIAZZA TORRELUNGA altezza (inters.) CORSO DEI MILLE;1;F;38,098786;13,391818
21/07/2021;16:00;VIA SANTAROSA SANTORRE altezza del civico 2;1;F;38,128379;13,347371
21/07/2021;17:45;VIALE MARGHERITA DI SAVOIA altezza (inters.) VIA ARGONAUTI;0;C;38,193779;13,332264
21/07/2021;21:00;VIA DANTE altezza del civico 196;1;F;38,122607;13,345943
21/07/2021;23:00;VIA DELL'ORSA MINORE intersezione VIA CARLOTTI GIUSEPPE;1;F;38,096023;13,369908
22/07/2021;00:50;VIA MARCHESE DI ROCCAFORTE intersezione VIA CORDOVA FILIPPO;0;C;38,141639;13,347582
22/07/2021;07:30;VIA GARZILLI NICCOLO' nr. 8;0;C;38,124912;13,353111
22/07/2021;08:55;VIALE GIULIANO BORIS intersezione con PIAZZA UNITA' D'ITALIA;2;F;38,138166;13,343368
22/07/2021;11:00;VIALE REGIONE SICILIANA N.O. altezza (inters.) VIA PAISIELLO GIOVANNI;0;C;38,134482;13,330797
22/07/2021;11:15;VIA LANZA DI SCALEA GIUSEPPE altezza del civico 724;1;F;38,169362;13,314782
22/07/2021;12:00;VIA ROMA altezza del civico 171;1;F;38,115428;13,364219
22/07/2021;15:40;VIA MASSAIA GUGLIELMO CARD. altezza del civico 57;1;F;38,152457;13,3712
22/07/2021;19:30;VIA WAGNER RICCARDO altezza HOTEL WAGNER;0;C;38,12356;13,358746
22/07/2021;19:50;VIALE VENERE altezza (spec.) farmacia n.22;0;C;38,189252;13,325415
23/07/2021;10:10;VIA LUTHER KING MARTIN intersezione VIA DELLA FAVORITA;1;F;38,147627;13,354638
23/07/2021;10:37;VIA SFERRACAVALLO intersezione VIA DELL'ARANCIO;0;C;38,195893;13,279594
23/07/2021;10:50;VIA S.LORENZO intersezione VIA CASENA GRANDE;1;F;38,171402;13,313507
23/07/2021;12:15;VIALE PRINCIPE DI SCALEA intersezione VIA MONDELLO;2;F;38,20602;13,323955
23/07/2021;14:25;VIA CRUILLAS intersezione VIA VANVITELLI LUIGI;1;F;38,145024;13,315401
23/07/2021;15:30;VIALE REGIONE SICILIANA N.O. altezza (inters.) VIA RAFFAELLO;0;C;38,134189;13,330757
23/07/2021;16:00;VIALE MICHELANGELO di fronte al civico 588;0;C;38,138031;13,32372
23/07/2021;17:00;VIALE REGIONE SICILIANA S.E. altezza Pagliarelli;1;F;38,092079;13,341098
23/07/2021;17:30;VIA ANTONELLO DA MESSINA intersezione con VIA SPEDALIERI NICOLO';1;F;38,13847;13,359292
24/07/2021;01:30;CORSO PISANI PIETRO intersezione VIA INGRIA LORENZO;0;C;38,10655;13,345036
24/07/2021;02:15;CORSO CALATAFIMI altezza del civico 697;1;F;38,102751;13,329455
24/07/2021;04:20;VIA SAMPOLO intersezione con VIA CIULLO D'ALCAMO;0;C;38,144023;13,347326
24/07/2021;09:35;VIALE REGIONE SICILIANA N.O. carr. centrale DIR.TP N.2878;1;F;38,09115;13,380696
24/07/2021;16:00;VIA DELL'AUTONOMIA SICILIANA intersezione con PIAZZA CASCINO ANTONINO GEN.;0;C;38,143042;13,356938
24/07/2021;22:40;VIA PARLATORE FILIPPO di fronte al civico 71;1;F;38,125449;13,343479
25/07/2021;00:05;VIA PECORAINO FILIPPO altezza del civico 49;0;C;38,094837;13,399926
25/07/2021;01:00;VIA GIAFAR EMIRO altezza del civico 104;2;F;38,091631;13,385879
25/07/2021;20:15;VIALE AMEDEO D'AOSTA intersezione VIA PADRE GIUSEPPE PUGLISI;1;F;38,103602;13,386441
26/07/2021;10:10;VIALE REGIONE SICILIANA pressi la malfa 14;1;F;38,156484;13,31714
26/07/2021;13:30;VIA LO JACONO FRANCESCO intersezione con VIA NOTARBARTOLO EMANUELE;1;F;38,132658;13,345464
26/07/2021;13:40;VIA CIACULLI intersezione FONDO CARRUBBELLA;0;C;38,084077;13,395063
26/07/2021;14:20;VIA STAZIONE S.LORENZO intersezione con VIA DELLA FERROVIA A S.LORENZO;1;F;38,163355;13,316076
26/07/2021;18:00;VIA CIMBALI GIUSEPPE intersezione con VIA RALLO ALBERTO;1;F;38,140254;13,363825
26/07/2021;18:05;VIALE REGIONE SICILIANA S.E. altezza 1843;0;C;38,090431;13,34371
26/07/2021;18:45;VIALE REGIONE SICILIANA S.E. altezza BABY LUNA;0;C;38,090416;13,343567
26/07/2021;19:00;VIA SAMPOLO altezza del civico 5;1;F;38,137283;13,354265
27/07/2021;09:25;VIALE REGIONE SICILIANA S.E. altezza del civico 2207;1;F;38,086349;13,350176
27/07/2021;15:10;VIA DEI CANTIERI intersezione con VIA BARCA AMILCARE;0;C;38,137151;13,363569
27/07/2021;15:35;VIALE MARGHERITA DI SAVOIA intersezione VIALE ORFEO;1;F;38,192493;13,332493
27/07/2021;19:00;VIA MESSINA MARINE di fronte al civico 533/B;1;F;38,097851;13,412728
27/07/2021;21:20;VIA ALTOFONTE altezza del km 437;0;C;38,070161;13,327446
28/07/2021;05:30;VIA MARINI FILIPPO altezza del civico 25;1;F;38,10061;13,350138
28/07/2021;08:20;VIALE STRASBURGO intersezione VIA INGEGNEROS GIUSEPPE;0;C;38,158008;13,325417
28/07/2021;10:00;PIAZZA UDITORE intersezione con VIA STAZZONE GIUSEPPE;1;F;38,133151;13,322655
28/07/2021;13:15;VIA BRIGATA VERONA altezza del civico 4;1;F;38,145204;13,341457
28/07/2021;14:50;VIA BRUNELLESCHI FILIPPO intersezione con VIA PARRINI;0;C;38,138076;13,313467
28/07/2021;15:40;VIA NIGRA COSTANTINO intersezione con VIA PRINCIPE DI VILLAFRANCA;1;F;38,129419;13,349392
28/07/2021;16:50;PIAZZA MAMELI GOFFREDO altezza del civico 83a;1;F;38,13023;13,35054
28/07/2021;17:00;VIA NINA SICILIANA intersezione VIA ALEO COSIMO;1;F;38,11595;13,331956
28/07/2021;17:45;VIA ORETO altezza C.ISTR. AUTOSC.;0;C;38,098046;13,373024
28/07/2021;18:30;VIALE REGIONE SICILIANA S.E. altezza ponte Corleone;0;C;38,089996;13,3443
28/07/2021;19:15;VIA ROMA altezza del civico 27;0;C;38,112325;13,365762
28/07/2021;19:30;VIA VOLTURNO intersezione con PIAZZA VERDI GIUSEPPE;1;F;38,12015;13,356348
28/07/2021;21:50;VIALE MICHELANGELO altezza del civico 400;3;F;38,138548;13,325896
29/07/2021;03:45;VIA PEREZ FRANCESCO PAOLO intersezione con VIA MENDOLA;3;F;38,105816;13,366618
29/07/2021;07:45;VIA PLATANIA PIETRO intersezione PIAZZA BARBARINO COSTANZO;1;F;38,10008;13,335335
29/07/2021;08:15;VIALE REGIONE SICILIANA N.O. intersezione con VIALE LAZIO;2;F;38,140751;13,331471
29/07/2021;13:05;VIA CALA s.n.c.;1;F;38,119902;13,370434
29/07/2021;13:20;VIA VENTURA GIOACCHINO intersezione con VIA DELLE CROCI;1;F;38,13187;13,355295
29/07/2021;18:30;VIA GALLETTI altezza del civico 35;0;C;38,096019;13,42879
30/07/2021;03:00;VIA MESSINA MARINE altezza del civico 107;1;F;38,107327;13,382232
30/07/2021;07:50;VIA MORELLO NUNZIO intersezione con VIA RAPISARDI MARIO;1;F;38,134101;13,343423
30/07/2021;11:30;VIA PIAVE intersezione con VIA CASCINO ANTONINO GEN.;2;F;38,104151;13,351509
30/07/2021;13:30;VIALE REGIONE SICILIANA altezza V. DE SALIBA;0;C;38,132838;13,330569
30/07/2021;13:45;VIA DI BLASI E. GIOVANNI altezza del civico 153;1;F;38,122815;13,325272
30/07/2021;14:30;VIA TRICOMI ERNESTO pressi cv 3;1;F;38,100897;13,357816
30/07/2021;17:20;VIALE REGIONE SICILIANA N.O. altezza vivaio di fiore;3;F;38,136787;13,330575
30/07/2021;23:30;VIA DEI BARCAIUOLI intersezione VIA PROSERPINA;4;F;38,19812;13,278963
31/07/2021;01:15;VIA AGOSTINO ANTONINO in prossimit? di intersezione;0;C;38,112901;13,336851
31/07/2021;04:50;VIALE DUCA DEGLI ABRUZZI intersezione VIA DEI QUARTIERI;1;F;38,164209;13,33171
31/07/2021;12:10;VIALE CAMPANIA altezza del civico 15;1;F;38,144615;13,339355
31/07/2021;13:15;VIA TIRO A SEGNO altezza del civico 88;0;C;38,108373;13,374489
31/07/2021;13:50;VIA PACINOTTI ANTONIO intersezione con VIA CAMPOLO GIOVANNI;0;C;38,128729;13,33551
31/07/2021;15:30;VIALE PRINCIPE DI SCALEA intersezione con VIA MONDELLO;0;C;38,206022;13,323953
31/07/2021;17:20;VIA LA MALFA UGO altezza del civico 102;0;C;38,163196;13,313375
31/07/2021;21:05;VIA PIANO DELL'UCCIARDONE intersezione PIAZZA CAPONNETTO ANTONINO;1;F;38,134349;13,358382
31/07/2021;23:00;VIA WAGNER RICCARDO intersezione VIA STABILE MARIANO;2;F;38,123415;13,358839
31/07/2021;23:59;VIA ORETO altezza del civico 142;0;C;38,106519;13,367408
01/08/2021;03:00;VIA VENTURA GIOACCHINO intersezione VIA DELLE CROCI;0;C;38,131881;13,355303
01/08/2021;07:30;VIA FORLANINI CARLO altezza del civico 12;1;F;38,108953;13,358332
01/08/2021;12:30;CORSO CALATAFIMI di fronte al civico 217;1;F;38,109441;13,345969
01/08/2021;15:00;VIA ARIMONDI GIUSEPPE GEN. altezza del civico 1R;0;C;38,136011;13,349513
01/08/2021;19:45;VIA BERNINI GIAN LORENZO di fronte intersezione;0;C;38,135494;13,32332
01/08/2021;20:40;VIA TORREARSA intersezione VIA DAITA GAETANO;1;F;38,126416;13,355521
02/08/2021;05:30;VIA S.LORENZO altezza del civico 287 a;0;C;38,169337;13,309117
02/08/2021;16:15;VIA BASILE altezza del civico 288;2;F;38,095446;13,342181
02/08/2021;17:30;PIAZZA PALLAVICINO altezza del civico 42;1;F;38,172265;13,32719
02/08/2021;18:45;VIALE DE GASPERI ALCIDE intersezione VIA RESTIVO EMPEDOCLE;0;C;38,149119;13,332987
02/08/2021;21:00;VIA DAMIANI ALMEYDA intersezione VIA SALINAS ANTONINO;0;R;38,130736;13,345317
02/08/2021;21:08;VIALE NICOLETTI ROSARIO a mt. 10 civ. 46;1;F;38,191924;13,288899
03/08/2021;11:40;VIA OMERO altezza del civico 40;0;C;38,203033;13,310935
03/08/2021;11:45;VIALE MICHELANGELO altezza del civico 284;1;F;38,138881;13,327283
03/08/2021;12:30;VIA ALBANESE ENRICO nr. 40;0;C;38,131057;13,357315
03/08/2021;12:45;CORSO CALATAFIMI altezza del civico 981;1;F;38,099139;13,320549
03/08/2021;13:30;VIA FERRARA FRANCESCO intersezione VIA RIOLO ROSARIO;1;F;38,124814;13,349448
03/08/2021;14:25;VIA PLAUTO altezza del civico 30;0;C;38,199511;13,269573
03/08/2021;15:00;VIA ROMA intersezione VIA VALVERDE;0;C;38,120195;13,36191
03/08/2021;15:15;VIA RESTIVO EMPEDOCLE intersezione VIA VAL DI MAZARA;1;F;38,14771;13,333836
03/08/2021;16:00;VIALE DI VITTORIO GIUSEPPE in prossimit? di XXVII MAGGIO;2;F;38,097105;13,404571
03/08/2021;20:35;VIALE DUCA DEGLI ABRUZZI altezza del civico 2;0;C;38,16889;13,328464
03/08/2021;21:15;VIA TRABUCCO altezza (inters.) VIA CRUILLAS;0;R;38,145031;13,315409
04/08/2021;00:10;VIA MARCHESE DI ROCCAFORTE intersezione con VIA CORDOVA FILIPPO;2;F;38,141651;13,347582
04/08/2021;03:15;VIALE MARCHESE DI VILLABIANCA altezza del civico 128;0;C;38,140572;13,348066
04/08/2021;07:55;PIAZZA S.ANNA altezza del civico 4;0;C;38,11511;13,365034
04/08/2021;16:00;VIA CASTELLANA altezza del civico 188;0;R;38,125496;13,293461
04/08/2021;16:30;VIA BELGIO intersezione VIA LUSSEMBURGO;0;C;38,151156;13,330154
04/08/2021;17:50;VIALE REGINA MARGHERITA altezza del civico 19;0;C;38,119395;13,34319
04/08/2021;18:00;VIA TRITONE s.n.c.;0;C;38,201299;13,280646
04/08/2021;19:20;VIALE REGIONE SICILIANA S.E. intersezione VIA ALBIRI;0;C;38,088759;13,360446
04/08/2021;19:45;VIA DELL'ORSA MINORE intersezione VIA S.MARIA DI GESU';1;F;38,096378;13,370596
04/08/2021;23:45;VIA LINCOLN pressi foro umberto I;0;C;38,115144;13,376208
05/08/2021;02:20;VIA NOCE altezza del civico 4;0;C;38,120018;13,339139
05/08/2021;07:50;VIA CASALINI altezza del civico 98;1;F;38,127616;13,313653
05/08/2021;11:30;VIA INGEGNEROS GIUSEPPE altezza (inters.) VIA RESUTTANA;1;F;38,159919;13,329786
05/08/2021;12:45;VIA CRISPI FRANCESCO altezza del civico 1;0;C;38,120774;13,366331
05/08/2021;13:30;STRADELLA RISERVA REALE intersezione VIA NAVE;1;F;38,103042;13,315635
05/08/2021;15:00;VIA VALDINOTO altezza (inters.) VIALE LAZIO;0;C;38,141679;13,336626
05/08/2021;15:10;VIALE VENERE in prossimit? di via;1;F;38,190193;13,332298
05/08/2021;17:05;VIALE REGIONE SICILIANA S.E. altezza (spec.) sottopo BASILE;1;F;38,094013;13,339257
05/08/2021;23:00;VIA DI STEFANO GIOVANNI altezza -;2;F;38,086458;13,405968
06/08/2021;09:30;VIALE REGIONE SICILIANA N.O. di fronte 1950;0;C;38,121035;13,328801
06/08/2021;12:15;VIA BENNICI GIUSEPPE altezza del civico 45;4;F;38,106645;13,376413
06/08/2021;15:30;VIA CASTELLANA altezza del civico 218;1;F;38,125535;13,292887
06/08/2021;16:15;VIA BELGIO altezza del civico 4;1;F;38,150633;13,32954
06/08/2021;17:30;CORSO CALATAFIMI intersezione con VIA PORRAZZI;1;F;38,104467;13,333704
06/08/2021;17:40;CORSO CALATAFIMI intersezione con VIA CROCIFISSO A PIETRATAGLIATA;2;F;38,10022;13,323232
06/08/2021;18:20;VIALE NICOLETTI ROSARIO altezza (spec.) cass. rifiuti;1;F;38,195043;13,281955
06/08/2021;19:30;VIA CALVI PASQUALE intersezione VIA DELLE CROCI;2;F;38,131418;13,354251
06/08/2021;21:30;VIA LANZA DI SCALEA GIUSEPPE di fronte Rotatoria conca;1;F;38,177835;13,309104
06/08/2021;23:30;VIA CORLEONE SALVATORE nr. 59;2;F;38,093149;13,393447
07/08/2021;08:30;VIALE GALILEO GALILEI intersezione con PIAZZA CHINNICI ROCCO;1;F;38,13322;13,333827
07/08/2021;10:40;CORSO CALATAFIMI nr. 14;0;C;38,110712;13,349133
07/08/2021;12:50;VIALE REGIONE SICILIANA S.E. altezza (spec.) DISTRIBUTORE Q8;1;F;38,088093;13,34656
07/08/2021;12:50;VIA PERPIGNANO altezza del civico 5;1;F;38,119652;13,339142
07/08/2021;13:10;VIA VITTORIO EMANUELE pressi DF CIV. 475;1;F;38,112299;13,353055
07/08/2021;16:30;VIA PECORI GIRALDI GUGLIELMO M intersezione con PIAZZA GRANDI ACHILLE;1;F;38,097101;13,400028
