Data;Ora;Luogo;Feriti;;Latitudine;Longitudine
17/03/2021;16:45;VIALE REGIONE SICILIANA N.O. altezza sotp.calatafimi;1;F;38,103171;13,330377
17/03/2021;19:00;VIALE STRASBURGO di fronte al civico 277;1;F;38,16081;13,323025
17/03/2021;19:30;VIA BRUNELLESCHI FILIPPO altezza del civico 100;2;F;38,139126;13,313775
17/03/2021;22:00;VIA CALA altezza del civico 70;5;F;38,118688;13,367916
18/03/2021;00:01;VIA MAUROLICO FRANCESCO intersezione PIAZZA CUPANI FRANCESCO;0;C;38,109415;13,366127
18/03/2021;07:00;FORO UMBERTO I altezza p.za tumminello;0;C;38,112838;13,377922
18/03/2021;08:15;VIALE REGIONE SICILIANA N.O. carr. laterale DIR. CATANIA;1;F;38,157251;13,31545
18/03/2021;11:15;VIA ARIOSTO LUDOVICO altezza del civico 47A;0;C;38,133106;13,34249
18/03/2021;11:50;VIA SAMPOLO altezza del civico 468;1;F;38,143592;13,347827
18/03/2021;13:20;VIA INGEGNEROS GIUSEPPE intersezione con VIA S.LORENZO;0;C;38,159909;13,329805
18/03/2021;16:20;VIA ALESSI GIUSEPPE intersezione con VIA TOSELLI PIETRO MAGG.;0;C;38,140198;13,349914
18/03/2021;19:30;VIALE DE GASPERI ALCIDE intersezione con VIA RESTIVO EMPEDOCLE;1;F;38,149123;13,332977
19/03/2021;07:15;VIALE DIANA in prossimit? di area di sosta;1;F;38,166482;13,339406
19/03/2021;10:50;PIAZZA CAPONNETTO ANTONINO altezza (inters.) VIA MONTEPELLEGRINO;0;C;38,135874;13,3585
19/03/2021;13:30;VIA LANZA DI SCALEA GIUSEPPE intersezione con PIAZZALE BOLIVAR SIMON;0;C;38,189028;13,2986
19/03/2021;15:30;VIA BALCESCU NICOLA intersezione con VIA SAURO NAZARIO;0;C;38,123164;13,331841
19/03/2021;17:50;VIA SOCRATE intersezione VIA TOMMASO NATALE;2;F;38,186905;13,289639
19/03/2021;18:00;STRADA PROV. PALERMO-MONREALE pressi curva S. Ciro;2;F;38,091555;13,304814
19/03/2021;18:30;VIALE REGIONE SICILIANA N.O. s.n.c.;0;C;38,106778;13,330259
20/03/2021;04:30;VIA STAZZONE altezza del civico 3;0;C;38,102722;13,36959
20/03/2021;07:30;VIA S.LORENZO intersezione con VIA BELTRAMI MICHELE;0;C;38,15678;13,331524
20/03/2021;10:00;VIA RIZZO AMMIRAGLIO altezza del civico 49/e;1;F;38,14399;13,363063
20/03/2021;13:30;VIALE MICHELANGELO di fronte al civico 1801;0;C;38,134087;13,311403
20/03/2021;14:15;VIA CARNERA PRIMO intersezione VIA GIRARDENGO COSTANTE;0;C;38,179397;13,319196
20/03/2021;15:30;VIA S.VINCENZO DE PAOLI altezza del civico 11/b;0;C;38,152368;13,372862
20/03/2021;15:40;VIALE REGIONE SICILIANA N.O. altezza sottoponte;1;F;38,147423;13,327766
20/03/2021;19:30;VIA MESSINA MARINE altezza del civico 429;0;C;38,101764;13,397675
21/03/2021;09:40;VIALE REGIONE SICILIANA S.E. carr. centrale dir.ct alt.lidl;1;F;38,096028;13,336205
21/03/2021;13:15;PIAZZA INDIPENDENZA altezza cappella palati;1;F;38,110281;13,352667
21/03/2021;13:55;VIA CAVIGLIA MARESCIALLO altezza del civico 12;0;C;38,140829;13,349936
21/03/2021;14:00;VIA SAMPOLO pressi N? CIVICO 462;0;C;38,143345;13,348109
21/03/2021;18:00;VIA TASCA LANZA intersezione VIA PITRE' GIUSEPPE;1;F;38,11051;13,329487
21/03/2021;20:25;VIALE REGIONE SICILIANA N.O. altezza SOTTOPONTE BELG;1;F;38,148747;13,326382
22/03/2021;10:20;CORSO TUKORY intersezione con PORTA S.AGATA;0;C;38,109627;13,361578
22/03/2021;12:00;VIA SAURO NAZARIO intersezione con VIA GUALTERIO GIORGIO;1;F;38,123911;13,331348
22/03/2021;14:10;VIA PECORAINO FILIPPO intersezione VIA DUCROT VITTORIO;0;C;38,095467;13,39782
22/03/2021;20:00;VIA POMARA altezza del civico 108;0;C;38,082223;13,433595
23/03/2021;08:00;VIA AL CONVENTO DI BAIDA s.n.c.;0;C;38,10973;13,303701
23/03/2021;13:10;VIA IANDOLINO LORENZO pressi CASTELFORTE;1;F;38,197049;13,313951
23/03/2021;14:25;VIALE REGIONE SICILIANA N.O. intersezione VIA PAISIELLO GIOVANNI;0;C;38,134491;13,33083
23/03/2021;16:35;PIAZZA LEONI altezza del civico 71;0;C;38,145522;13,345466
23/03/2021;21:45;VIA MESSINA MARINE altezza del civico 373;1;F;38,103217;13,393571
24/03/2021;07:20;VIALE BIONDO LUIGI di fronte padiglione 10;1;F;38,103925;13,356617
24/03/2021;11:50;VIA LA MALFA UGO altezza del civico 126;1;F;38,164473;13,310907
24/03/2021;14:50;VIALE REGIONE SICILIANA di fronte a via Albiri;2;F;38,087316;13,357713
24/03/2021;15:00;VIA PECORAINO FILIPPO altezza del civico 29/A;0;C;38,095946;13,396464
24/03/2021;19:40;VIA CADORNA LUIGI GEN. altezza del civico 63;0;C;38,111156;13,355234
25/03/2021;09:35;VIA BORREMANS GUGLIELMO altezza del civico 10;1;F;38,133143;13,336455
25/03/2021;12:30;VIA MONTEPELLEGRINO altezza ingresso second;1;F;38,140535;13,3579
25/03/2021;13:10;VIA LANZA DI SCALEA GIUSEPPE di fronte al civico 1551;1;F;38,176556;13,310161
25/03/2021;13:25;VIA MAQUEDA altezza del civico 125;1;F;38,113146;13,363124
25/03/2021;13:45;VIALE REGIONE SICILIANA S.E. altezza del civico 470;1;F;38,099346;13,332863
25/03/2021;19:30;VIA BATTISTI CESARE altezza del civico 23;1;F;38,110309;13,363684
25/03/2021;20:15;VIA DUCA DELLA VERDURA intersezione PIAZZA GENTILI ALBERICO;1;F;38,133914;13,35057
25/03/2021;21:30;VIA PISANO LEONARDO altezza del civico 15;0;C;38,178295;13,313897
26/03/2021;08:10;VIALE GALILEO GALILEI altezza del civico 36;1;F;38,131505;13,334274
26/03/2021;08:40;VIA PUCCINI GIACOMO altezza (inters.) LARGO CARISSIMI GIAN GIACOMO;0;C;38,131746;13,339318
26/03/2021;10:24;VIALE REGIONE SICILIANA altezza IST. D'ANNA;0;C;38,097076;13,335077
26/03/2021;18:10;VIA DELLA LIBERTA' intersezione LARGO DELL'ESEDRA;1;F;38,142576;13,343967
26/03/2021;21:00;VILLA CUSMANO GIACOMO pressi catania;1;F;38,126785;13,346745
27/03/2021;06:30;VIA MESSINA MARINE intersezione con VIA SAETTA ANTONINO;3;F;38,107804;13,381693
27/03/2021;11:00;PIAZZA INDIPENDENZA pressi 14;0;C;38,109915;13,351035
27/03/2021;15:40;VIA PARTANNA MONDELLO nr. 80D;0;C;38,195802;13,307552
27/03/2021;17:20;LUNGOMARE COLOMBO CRISTOFORO altezza del civico 4750;1;F;38,191895;13,342868
27/03/2021;17:25;VIALE LEONARDO DA VINCI altezza (inters.) VIA ROMANIA;2;F;38,126247;13,304789
27/03/2021;21:30;VIALE REGIONE SICILIANA a mt. 50 6672;1;F;38,1587;13,314344
28/03/2021;10:00;VIA IANDOLINO LORENZO nr. 68;0;C;38,196476;13,312309
28/03/2021;12:35;VIA BASILE ERNESTO altezza (spec.) CAVALCAVIA;0;C;38,093769;13,339144
28/03/2021;17:45;VIALE MARGHERITA DI SAVOIA intersezione PIAZZA CABOTO;1;F;38,193983;13,332321
28/03/2021;18:50;VIA LANZA DI SCALEA GIUSEPPE intersezione PIAZZALE BOLIVAR SIMON;1;F;38,189004;13,298574
29/03/2021;08:20;VIA CONTESSA ADELASIA altezza del civico 5;1;F;38,118162;13,346147
29/03/2021;08:50;VIA MOLINARI BERNARDINO altezza del civico 13;0;C;38,13357;13,335506
29/03/2021;09:30;VIA CRISPI FRANCESCO altezza (inters.) VIA GRAVINA BENEDETTO;1;F;38,127434;13,362116
29/03/2021;12:50;VIA DUCA DELLA VERDURA intersezione con PIAZZA GENTILI ALBERICO;1;F;38,133935;13,350507
29/03/2021;13:50;VIALE REGIONE SICILIANA S.E. intersezione VIA DELL'ORSA MINORE;1;F;38,09113;13,377117
29/03/2021;14:00;VIA MONTEPELLEGRINO altezza del civico 152;0;C;38,141603;13,357702
29/03/2021;14:30;VIA PANDOLFINI altezza (inters.) VIA LUPARELLO;0;C;38,113062;13,305772
29/03/2021;15:00;VIALE REGIONE SICILIANA N.O. altezza del civico 3719;0;C;38,137278;13,331153
29/03/2021;16:00;VIA ROCCAZZO intersezione con VIA FORTE DI MACALLE';0;C;38,125265;13,312372
29/03/2021;17:50;VIALE STRASBURGO intersezione con VIA PANTELLERIA;1;F;38,159963;13,323538
29/03/2021;18:00;FORO UMBERTO I altezza piazza kalsa;0;C;38,116666;13,373965
29/03/2021;18:30;VIA ROMA intersezione con VIA STABILE MARIANO;1;F;38,123707;13,359621
29/03/2021;23:45;VIALE MICHELANGELO s.n.c.;0;C;38,13081;13,304148
30/03/2021;08:00;VIA MARINUZZI GINO intersezione con VIA MANCINELLI LUIGI;1;F;38,104189;13,33531
30/03/2021;09:10;VIA ROMA di fronte al civico 265;1;F;38,118385;13,36279
30/03/2021;13:15;VIALE REGIONE SICILIANA S.E. carr. centrale dir ct;1;F;38,093626;13,339034
30/03/2021;13:40;VIALE REGIONE SICILIANA S.E. intersezione con VIA MULE' GIUSEPPE;2;F;38,101571;13,330952
30/03/2021;14:55;VIALE REGIONE SICILIANA S.E. pressi N? CIVICO 1899;0;C;38,088795;13,345658
30/03/2021;15:10;VIA AZOTI NICOLO' altezza (inters.) VIALE RIZZOTTO PLACIDO;0;C;38,087305;13,365927
30/03/2021;17:00;VIA PERPIGNANO altezza del civico 13;2;F;38,119463;13,337924
30/03/2021;17:40;VIA TURRISI NICOLO' altezza del civico 53;0;C;38,120003;13,351561
30/03/2021;21:45;VIA RAIMONDO FRANCESCO altezza del civico 9;0;C;38,118167;13,357295
30/03/2021;21:50;VIA BARISANO DA TRANI di fronte al civico 44;0;C;38,136623;13,311853
30/03/2021;22:40;VIA GIRARDENGO COSTANTE intersezione VIA GUERRA LEARCO;1;F;38,179029;13,318401
31/03/2021;09:20;VIA MESSINA MARINE intersezione PIAZZETTA SPERONE;1;F;38,098923;13,405637
31/03/2021;11:45;VIA CASTELLANA altezza del civico 338;0;C;38,126569;13,285662
31/03/2021;13:00;VIALE REGIONE SICILIANA N.O. carr. laterale p.le j. lennon;0;C;38,12374;13,329442
31/03/2021;15:10;VIALE MARCHESE DI VILLABIANCA intersezione con VIA ALESSI GIUSEPPE;1;F;38,139839;13,349035
31/03/2021;18:10;VIA DELLA LIBERTA' altezza (inters.) VIA DI MARZO GIOACCHINO;1;F;38,134798;13,349066
01/04/2021;07:55;VIA AQUILEIA altezza del civico 112;1;F;38,143735;13,33201
01/04/2021;10:00;VIA ROMA altezza del civico 249;1;F;38,118063;13,362963
01/04/2021;12:30;VIA DI CARLO NICCOLO' intersezione con VIA FOSSI AI;1;F;38,138412;13,366756
01/04/2021;13:45;VIA LEOPARDI GIACOMO intersezione VIA PIPITONE FEDERICO GIUSEPPE;0;C;38,13571;13,344975
01/04/2021;14:50;FORO UMBERTO I a mt. 95;1;F;38,115706;13,375359
01/04/2021;16:13;VIA DELLA LIBERTA' intersezione con PIAZZA MORDINI ANTONIO;2;F;38,130039;13,375359
01/04/2021;18:00;FORO UMBERTO I altezza PORTA FELICE;0;C;38,133095;13,342474
01/04/2021;18:10;VIA S.LORENZO altezza del civico 31 A;0;C;38,158828;13,330426
01/04/2021;18:24;VIA SCIUTI GIUSEPPE intersezione VIA CESAREO GIOVANNI ALFREDO;0;C;38,135344;13,341519
02/04/2021;03:45;VIALE LEONARDO DA VINCI altezza del civico 394/G;0;C;38,126736;13,315638
02/04/2021;09:30;VIA PRINCIPE DI VILLAFRANCA intersezione VIA NIGRA COSTANTINO;0;C;38,129413;13,349429
02/04/2021;11:30;VIA RIZZO AMMIRAGLIO altezza del civico 65/a;1;F;38,143683;13,360714
02/04/2021;12:20;VIA BRIGATA VERONA altezza (inters.) PIAZZA VITTORIO VENETO;1;F;38,145371;13,341719
02/04/2021;16:25;VIA NOTARBARTOLO EMANUELE intersezione VIA LO JACONO FRANCESCO;2;F;38,132666;13,345451
02/04/2021;17:55;PIAZZA S.FRANCESCO DI PAOLA di fronte 32;0;C;38,121537;13,352114
02/04/2021;19:20;VIA BASILE ERNESTO in prossimit? di 20;1;F;38,107164;13,35411
02/04/2021;21:20;VIA CIACULLI altezza del civico 1;0;C;38,088124;13,38872
03/04/2021;11:00;PIAZZA GIULIO CESARE intersezione con VIA ROMA;1;F;38,110871;13,366454
03/04/2021;14:00;VIALE REGIONE SICILIANA N.O. altezza del civico 2456;1;F;38,125809;13,329136
03/04/2021;18:00;VIA MONTEPELLEGRINO di fronte al civico 95;1;F;38,138107;13,358483
03/04/2021;20:53;VIA RANZANO PIETRO intersezione con VIA LASCARIS COSTANTINO;2;F;38,11765;13,349316
04/04/2021;13:00;VIALE REGIONE SICILIANA N.O. carr. centrale dirCTp.J Lennon;1;F;38,123802;13,329419
04/04/2021;16:50;VIA RAMPOLLA MARIANO CARD. altezza del civico a mt 25 circa;1;F;38,146973;13,366611
05/04/2021;13:45;PIAZZA NASCE' FRANCESCO altezza del civico 2;2;F;38,127684;13,356662
05/04/2021;17:00;VIALE REGIONE SICILIANA S.E. altezza svincolo basile;1;F;38,094593;13,337688
05/04/2021;17:00;VIALE REGIONE SICILIANA N.O. altezza uscita MC DRIVE;1;F;38,128139;13,329403
06/04/2021;07:40;CORSO CALATAFIMI altezza del civico 1135;1;F;38,094225;13,308479
06/04/2021;11:20;VIA MESSINA MARINE intersezione con VIA BEN GIOBAIR;1;F;38,10324;13,393489
06/04/2021;11:30;PIAZZA VITTORIO VENETO altezza del civico 7;1;F;38,145911;13,342338
06/04/2021;13:25;PIAZZETTA BAGNASCO FRANCESCO altezza del civico 20;1;F;38,123222;13,355467
06/04/2021;14:20;VIA VILLAGRAZIA intersezione con VIA DEL CAPRICORNO;1;F;38,094962;13,362777
06/04/2021;19:40;VIA DI MARCO VINCENZO altezza del civico 36;0;C;38,137771;13,349035
06/04/2021;20:30;FORO UMBERTO I di fronte PORTA FELICE;0;C;38,117882;13,372746
07/04/2021;07:45;VIA DELLA LIBERTA' intersezione VIA UGDULENA GREGORIO;1;F;38,139997;13,345764
07/04/2021;07:45;VIA RABIN ISAAC intersezione VIA ALTAVILLA;1;F;38,144103;13,357428
07/04/2021;11:00;VIA VAL DI MAZARA intersezione con VIA TRINACRIA;2;F;38,149159;13,338089
08/04/2021;10:20;VIA MESSINA MARINE intersezione con VIA BANDITA;1;F;38,097547;13,416745
08/04/2021;11:30;VIA SCIUTI GIUSEPPE altezza del civico 138/a;0;C;38,13806;13,339774
08/04/2021;13:30;PIAZZA GIULIO CESARE di fronte al civico 46;1;F;38,109964;13,365519
08/04/2021;13:40;VIA CIPOLLA MICHELE altezza del civico 61;0;C;38,110638;13,370929
08/04/2021;14:00;VIA DI GIORGI FERDINANDO altezza (spec.) conad;0;C;38,126036;13,327107
08/04/2021;14:15;VIA DELL'ORSA MAGGIORE intersezione con VIA S.FILIPPO;1;F;38,093513;13,36056
08/04/2021;17:45;VIA DANTE altezza (inters.) VIA GARZILLI NICCOLO';1;F;38,124345;13,353137
08/04/2021;20:30;VIA MARCONI GUGLIELMO altezza del civico 71;1;F;38,124518;13,347387
09/04/2021;09:22;VIA TURRISI NICOLO' altezza del civico 19;1;F;38,120109;13,352283
09/04/2021;14:20;VIALE REGIONE SICILIANA N.O. di fronte al civico 1920;2;F;38,120761;13,328675
09/04/2021;15:10;VIA STAZZONE intersezione VIA GUADAGNA;1;F;38,101511;13,367442
09/04/2021;15:30;VIALE REGIONE SICILIANA N.O. di fronte al civico 2257;1;F;38,123634;13,329256
09/04/2021;16:30;VIA SELINUNTE altezza (inters.) VIA PIAZZI GIUSEPPE;1;F;38,124045;13,347362
09/04/2021;17:45;VIALE REGIONE SICILIANA S.E. s.n.c.;1;F;38,087293;13,359319
10/04/2021;13:30;VIA MONTEGRAPPA nr. 110;0;C;38,104532;13,352848
10/04/2021;18:00;VIA ADORNO LUIGI altezza del civico 6;1;F;38,098712;13,35246
11/04/2021;07:10;VIA LANZA DI SCALEA GIUSEPPE s.n.c.;0;C;38,173807;13,311943
11/04/2021;14:30;VIALE STRASBURGO intersezione con VIALE PRAGA;1;F;38,15181;13,331302
11/04/2021;14:30;VIA ARCOLEO GIUSEPPE intersezione VIA PAGANO GIUSEPPE;2;F;38,105864;13,333675
12/04/2021;00:30;VIA SPERONE altezza del civico 80;1;F;38,099463;13,398463
12/04/2021;13:25;VIA DANTE intersezione con VIA PRINCIPE DI VILLAFRANCA;0;C;38,124142;13,352402
12/04/2021;13:30;VIA PEPE FLORESTANO altezza (inters.) VIA CORLEO SIMONE;2;F;38,129531;13,353502
12/04/2021;16:30;VIA SERRADIFALCO intersezione con VIA BERNABEI ERCOLE;0;C;38,129531;13,353502
12/04/2021;17:10;VIA MALASPINA altezza del civico 40;0;C;38,127401;13,342517
12/04/2021;17:10;VIALE MARCHESE DI VILLABIANCA intersezione VIA RUTELLI MARIO;0;C;38,139664;13,348621
12/04/2021;20:10;VIA MONTEPELLEGRINO di fronte al civico 99;1;F;38,138187;13,358468
13/04/2021;00:30;VIA CRISPI FRANCESCO altezza sottopasso;0;C;;
13/04/2021;10:05;VIALE LAZIO intersezione VIALE CAMPANIA;0;C;38,14294;13,340301
13/04/2021;12:30;VIA DELLA LIBERTA' altezza (inters.) VIA NOTARBARTOLO EMANUELE;0;C;38,133716;13,349785
13/04/2021;13:10;VIA ARCHIRAFI nr. 7/B;1;F;38,112183;13,371578
13/04/2021;13:50;VIA MESSINEO PIETRO intersezione VIA MONFENERA;1;F;38,103604;13,353506
13/04/2021;14:25;VIA DELL'ORSA MINORE altezza del civico 132;1;F;38,094248;13,367174
13/04/2021;17:45;VIALE REGIONE SICILIANA S.E. altezza del civico 3439;0;C;38,135231;13,330862
14/04/2021;07:50;VIA SANTICELLI pressi civ.40;1;F;38,086936;13,31227
14/04/2021;10:35;VIALE ERCOLE altezza CRAL prot. civ.;0;C;38,156368;13,344229
14/04/2021;11:20;VIA LUTHER KING MARTIN intersezione VIA DELLA FAVORITA;1;F;38,147606;13,354571
14/04/2021;11:30;VIA BOTTA CARLO intersezione con VIA MAGIONE;0;C;38,113322;13,368995
14/04/2021;13:50;VIALE DUCA DEGLI ABRUZZI di fronte 6;1;F;38,16987;13,328085
14/04/2021;14:10;VIA LA FARINA GIUSEPPE intersezione con VIA SAMMARTINO;1;F;38,128303;13,348019
14/04/2021;15:50;VIA HOLM ADOLFO intersezione VIA SCOBAR CRISTOFARO;0;C;38,127016;13,331287
14/04/2021;15:55;VIA DUCA DELLA VERDURA intersezione PIAZZA GENTILI ALBERICO;1;F;38,133925;13,350591
14/04/2021;17:15;STRADA S.P. 1 altezza del km 7;1;F;38,135887;13,270357
14/04/2021;21:20;CORSO DEI MILLE altezza del civico 770;0;C;38,09947;13,387501
14/04/2021;23:45;VIALE REGIONE SICILIANA N.O. carr. centrale 3260;0;C;38,132832;13,330019
15/04/2021;10:00;VIA ORETO intersezione con VIA PALERMO GASPARE;1;F;38,10688;13,367176
15/04/2021;12:30;VIA GUERRAZZI F.SCO DOMENICO intersezione con VIA ZISA;1;F;38,115696;13,343435
15/04/2021;13:55;VIA MESSINA MARINE altezza del civico 43;0;C;38,108875;13,380376
15/04/2021;14:40;VIA ORETO intersezione con VIA ERRANTE VINCENZO;0;C;38,108402;13,366181
15/04/2021;15:00;VIALE STRASBURGO altezza del civico 200;0;C;38,15347;13,329488
15/04/2021;16:50;VIA MULINI altezza (spec.) villa nicolosi;0;C;38,115808;13,341098
15/04/2021;21:00;VIA ILARDI PIETRO intersezione con VIALE MARCHESE DI VILLABIANCA;1;F;38,136024;13,351235
15/04/2021;21:40;CORSO TUKORY altezza del civico 244;2;F;38,108312;13,357137
15/04/2021;21:40;VIA DELLA LIBERTA' intersezione VIA NOTARBARTOLO EMANUELE;0;C;38,133705;13,34976
16/04/2021;12:30;PIAZZA MONTEGRAPPA intersezione con VIA LI BASSI GIUSEPPE;0;C;38,102133;13,352862
16/04/2021;12:30;PIAZZA S.FRANCESCO SAVERIO di fronte chiesa;0;C;38,109634;13,358646
16/04/2021;14:30;VIA ROCCAZZO altezza (inters.) VIA MOGADISCIO;0;C;38,124847;13,311808
16/04/2021;17:30;VIA AQUILEIA altezza del civico 76;0;C;38,142703;13,332288
17/04/2021;06:30;VIALE MARGHERITA DI SAVOIA altezza TR GIUS E DOLOR;1;F;38,172108;13,337813
17/04/2021;09:35;VIA PIANO DELL'UCCIARDONE di fronte DISTR. GAN;0;C;38,131251;13,359346
17/04/2021;10:05;VIA MESSINA MARINE altezza del civico 733;1;F;38,096833;13,426138
17/04/2021;13:00;VIA CAPPUCCINI di fronte al civico 173;1;F;38,110819;13,344713
17/04/2021;16:40;VIA FALSOMIELE altezza del civico 83;0;C;38,077082;13,366037
17/04/2021;17:30;VIA ARGONAUTI intersezione con VIALE ITALIA;1;F;38,193706;13,331286
17/04/2021;20:45;VIA MESSINA MARINE altezza del civico 301;1;F;38,105045;13,389431
18/04/2021;01:20;VIALE REGIONE SICILIANA S.E. intersezione con VIA ROCCELLA GUSTAVO;0;C;38,090787;13,343714
18/04/2021;11:05;VIA LULLI GIOVAN BATTISTA altezza del civico 18;1;F;38,129273;13,338725
18/04/2021;13:30;VIA MESSINA MARINE altezza del civico 449;0;C;38,099842;13,403558
18/04/2021;14:15;VIA PECORAINO FILIPPO pressi AREA PARCHEGGIO;0;C;38,091547;13,410001
18/04/2021;16:45;VIA D'OSSUNA angolo VIA IMERA;0;C;38,115367;13,349471
18/04/2021;17:15;VIALE REGIONE SICILIANA N.O. altezza SOTTP BELGIO TP;0;C;38,149167;13,326062
18/04/2021;18:00;VIA LA MALFA UGO altezza del civico DF 28;0;C;38,15832;13,317302
18/04/2021;18:10;VIA PETRARCA FRANCESCO altezza del civico 46;0;C;38,135953;13,346344
19/04/2021;12:20;VIA DEI QUARTIERI di fronte al civico 104;0;C;38,163518;13,330093
19/04/2021;12:55;PIAZZA VITTORIA intersezione VIA VITTORIO EMANUELE;1;F;38,112917;13,354649
19/04/2021;14:30;PIAZZA DELLA PINTA altezza (inters.) CORSO RE RUGGERO;0;C;38,109971;13,353021
19/04/2021;14:50;VIA ACIREALE intersezione VIA CENTURIPE;0;C;38,130894;13,301171
19/04/2021;14:50;VIA TUCCI FRANCESCO in direzione di via VIA ALLA FALCONARA;0;C;38,119038;13,300024
19/04/2021;16:55;VIA TRICOMI ERNESTO altezza del civico 12;1;F;38,102609;13,355187
19/04/2021;19:10;VIA DANTE intersezione VIA D'ASARO PIETRO;2;F;38,123019;13,34772
19/04/2021;20:00;VIA LANZA DI SCALEA GIUSEPPE altezza velodromo;0;C;38,173679;13,312529
19/04/2021;22:20;LARGO BLASCO MICHELE altezza del civico 2A;0;C;38,136771;13,307736
20/04/2021;02:30;VIALE MICHELANGELO direzione sovraponte L VIALE REGIONE SICILIANA N.O.;0;C;38,139284;13,330784
20/04/2021;09:05;VIALE CAMPANIA intersezione VIA BRIGATA VERONA;1;F;38,144069;13,33974
20/04/2021;11:45;VIALE STRASBURGO intersezione VIALE DE GASPERI ALCIDE;0;C;38,149137;13,332967
20/04/2021;16:00;PIAZZA UNITA' D'ITALIA intersezione VIA D'ANNUNZIO GABRIELE;0;C;38,137883;13,3442
20/04/2021;16:30;VIALE REGIONE SICILIANA S.E. altezza (spec.) VIA ORETO;1;F;38,091218;13,377339
21/04/2021;00:05;VIA MUSTICA GIUSEPPE altezza del civico 3;0;C;38,091795;13,429705
21/04/2021;08:25;VIA LA ROSA MICHELE intersezione con VIA PRINCIPE DI PATERNO';1;F;38,13669;13,333445
21/04/2021;10:00;VIA DELL'ARTIGLIERE in prossimit? di PIAZZA LEONI;0;C;38,146737;13,343659
21/04/2021;12:45;VIA PONTICELLO ONETO altezza del civico 7;0;C;38,089662;13,3219
21/04/2021;13:55;VIA NOTARBARTOLO EMANUELE intersezione VIA LEOPARDI GIACOMO;1;F;38,132959;13,346701
21/04/2021;15:00;VIA MESSINA MARINE altezza del civico 435;1;F;38,101212;13,399315
21/04/2021;18:00;VIA NOTARBARTOLO EMANUELE intersezione VIA MORELLO NUNZIO;1;F;38,132372;13,34437
21/04/2021;20:50;VIA MONTEPELLEGRINO altezza del civico 183;0;C;38,141492;13,357888
21/04/2021;21:45;VIA RUTELLI MARIO altezza del civico 54;0;C;38,139484;13,348177
22/04/2021;07:00;VIA DUCA DELLA VERDURA intersezione VIA FERRO LUZZI GIOVANNI;1;F;38,135168;13,355651
22/04/2021;09:30;VIALE EMILIA intersezione con VIALE CAMPANIA;1;F;38,146458;13,338275
22/04/2021;12:50;VIA SALINE altezza del civico 100/I;0;C;38,196632;13,320193
22/04/2021;13:45;VIA TORRE DI MONDELLO altezza del civico 22;1;F;38,206856;13,32588
22/04/2021;14:23;VIALE REGIONE SICILIANA N.O. carr. centrale 2176;0;C;38,123066;13,328843
22/04/2021;14:35;VIA BRONTE di fronte VIA SALAPARUTA;0;C;38,12513;13,296423
22/04/2021;16:15;VIA DELL'ORSA MINORE intersezione con VIA BELMONTE CHIAVELLI;0;C;38,095354;13,368868
22/04/2021;17:45;VIA TINTORETTO JACOPO intersezione con VIA CAMPOLO GIOVANNI;1;F;38,128422;13,333965
22/04/2021;18:30;VIA CARLOTTI GIUSEPPE s.n.c.;1;F;38,096432;13,369536
23/04/2021;05:10;VIALE NICOLETTI ROSARIO pressi By pass elenka;1;F;38,1897;13,293854
23/04/2021;09:05;VIA D'AQUINO RINALDO altezza del civico 88;0;C;38,117429;13,335585
23/04/2021;10:20;VIA DI MARCO VINCENZO altezza del civico 28;0;C;38,136429;13,349908
23/04/2021;12:20;VIALE MARCHESE DI VILLABIANCA intersezione VIA GARGALLO TOMMASO;0;C;38,138815;13,349425
23/04/2021;13:30;VIA DELLA LIBERTA' altezza del civico 97/A;1;F;38,135149;13,348876
23/04/2021;15:30;VIA RUFFO DI CALABRIA s.n.c.;1;F;38,11031;13,296689
23/04/2021;16:05;PIAZZA CHIESA S.ALFONSO LIGUORI intersezione con VIA SACRA;0;C;38,132509;13,32168
23/04/2021;18:30;VIA RUFFO DI CALABRIA altezza del civico 25;0;C;38,113416;13,294691
23/04/2021;20:00;VIA PEREZ FRANCESCO PAOLO altezza del civico 6;0;C;38,109109;13,364476
23/04/2021;20:05;VIA DELL'AUTONOMIA SICILIANA altezza del civico 108;1;F;38,142168;13,354777
23/04/2021;21:00;STRADA STATALE 624 altezza del km 1,200;2;F;38,089864;13,335502
24/04/2021;11:30;VIALE REGIONE SICILIANA N.O. altezza (inters.) VIA GORGIA DA LENTINI;0;C;38,12437;13,328987
24/04/2021;12:10;VIALE STRASBURGO intersezione VIA GERMANIA;1;F;38,158729;13,324578
25/04/2021;07:10;VIA MESSINA MARINE nr. 679/A;1;F;38,097502;13,417163
25/04/2021;08:15;VIA CAMPOLO GIOVANNI intersezione con VIA PACINOTTI ANTONIO;1;R;38,128399;13,335744
25/04/2021;11:00;VIALE MICHELANGELO di fronte Mercedes n.1930;0;C;38,133094;13,309464
25/04/2021;13:30;VIA BARACCA FRANCESCO altezza del civico 41;1;F;38,111609;13,298297
26/04/2021;08:20;VIA AQUILEIA altezza (spec.) civ.3;0;C;38,14113;13,333872
26/04/2021;10:05;VIA CAMPOLO GIOVANNI intersezione VIA PACINOTTI ANTONIO;1;F;38,128734;13,335515
26/04/2021;14:20;VIA VILLAGRAZIA intersezione con VIA AGNETTA;1;F;38,078297;13,333753
26/04/2021;16:30;VIA BASILE ERNESTO di fronte al civico 142;5;F;38,103281;13,349545
