Data;Ora;Luogo;Tipo Incidente;Feriti;Latitudine;Longitudine
30/03/2020;09:30;VIA MURATORI LUDOVICO ANTONIO altezza del civico 7;C;0;38,107293;13,35833
30/03/2020;19:40;VIALE STRASBURGO intersezione VIA BRIUCCIA;F;1;38,151039;13,331849
31/03/2020;07:30;VIA BASILE ERNESTO altezza (spec.) rampa;C;0;38,094004;13,339384
31/03/2020;12:05;FORO UMBERTO I intersezione con PIAZZA DELLA KALSA;F;1;38,11659;13,374038
31/03/2020;17:50;VIALE CAVARRETTA intersezione con VIA DIANA;C;0;38,196764;13,315449
31/03/2020;20:10;VIA ERICE intersezione con VIA CASTELDACCIA;F;1;38,130816;13,289638
01/04/2020;08:40;VIA MALASPINA altezza del civico 64;F;1;38,127781;13,341685
01/04/2020;15:35;PIAZZA CHINNICI ROCCO intersezione VIA DE SALIBA ANTONIO;C;0;38,133114;13,33319
02/04/2020;12:45;VIALE AZOTI NICOLO' intersezione con VIADOTTO PERRIER CARLO;C;0;38,087304;13,365909
02/04/2020;15:30;VIA IMERA intersezione con VIA LASCARIS COSTANTINO;C;0;38,117031;13,348835
03/04/2020;09:30;VIA LASCARIS COSTANTINO intersezione VIA RANZANO PIETRO;C;0;38,117156;13,349482
03/04/2020;20:45;VIA DE FILIPPO TITINA di fronte al civico 18;C;0;38,102804;13,326953
04/04/2020;09:15;VIA RAPISARDI MARIO nr. 20;C;0;38,135061;13,346051
04/04/2020;09:30;VIA MORELLO NUNZIO intersezione con VIA RAPISARDI MARIO;F;1;38,134098;13,343417
04/04/2020;17:20;VIA BALSANO SALESIO altezza del civico 1A;C;0;38,119669;13,353281
04/04/2020;17:40;PIAZZALE CASTRONOVO altezza del civico 4/A;C;0;38,136171;13,295815
04/04/2020;20:30;VIALE DE GASPERI ALCIDE intersezione con VIALE STRASBURGO;F;1;38,14912;13,332973
07/04/2020;02:15;VIA UDITORE altezza del civico 12/N;F;1;38,129967;13,325571
07/04/2020;08:45;VIA ROCCELLA GUSTAVO intersezione con VIA MARINI FILIPPO;C;0;38,100375;13,351343
07/04/2020;10:35;VIALE REGIONE SICILIANA N.O. nr. 9127;C;0;38,085676;13,423328
07/04/2020;11:30;VIA DE GOBBIS FRANCESCO di fronte al civico 9;F;1;38,180072;13,312285
07/04/2020;17:40;VIA PANNIERI nr. 32;C;0;38,117268;13,363795
07/04/2020;22:45;VIA S.ALBERTO DEGLI ABATI intersezione CORSO DEI MILLE;F;2;38,096098;13,399525
08/04/2020;14:30;VIA ABRUZZI intersezione VIA DELLE MADONIE;F;1;38,147218;13,332509
08/04/2020;14:40;VIALE LEONARDO DA VINCI intersezione VIA BEATO ANGELICO;C;0;38,127122;13,323091
09/04/2020;09:30;VIA ERRANTE VINCENZO intersezione VIA PEREZ FRANCESCO PAOLO;F;1;38,107949;13,365227
09/04/2020;13:40;CORSO CALATAFIMI intersezione con VIALE REGIONE SICILIANA S.E.;C;0;38,103295;13,330892
09/04/2020;15:15;VIA JUVARA ALOISIO intersezione con VIA SPEDALIERI NICOLO';F;1;38,138771;13,36178
09/04/2020;23:30;VIA VITTORIO EMANUELE intersezione con PIAZZA MARINA;C;0;38,11822;13,367769
10/04/2020;06:00;PIAZZA ALBERIONE GIACOMO BEATO intersezione con VIA PECORAINO FILIPPO;F;1;38,09396;13,402471
10/04/2020;12:00;CORSO CALATAFIMI nr. 1175;C;0;38,093503;13,307366
10/04/2020;17:16;VIALE LAZIO intersezione con VIA RESTIVO EMPEDOCLE;C;0;38,141953;13,337389
10/04/2020;17:30;VIA JUVARA ALOISIO di fronte al civico 66;C;0;38,142066;13,360203
11/04/2020;11:20;VIA ALTOFONTE altezza del civico 89/B;C;0;38,094414;13,335547
11/04/2020;17:55;VIA RIZZO AMMIRAGLIO intersezione con VIA CASTELLANA BANDIERA;R;0;38,14405;13,36353
14/04/2020;07:20;VIALE REGIONE SICILIANA N.O. in prossimit? di sottoponte;F;1;38,139436;13,33106
14/04/2020;21:30;VIA DUCA DELLA VERDURA intersezione con VIALE MARCHESE DI VILLABIANCA;R;3;38,13441;13,352362
15/04/2020;08:30;VIA EUGENIO L'EMIRO altezza del civico 12;F;1;38,115237;13,342864
15/04/2020;08:50;VIALE DEL FANTE altezza del civico 66;C;0;38,159165;13,335593
15/04/2020;09:15;VIA LAZZARO CARMELO altezza del civico 55;F;1;38,10343;13,353817
15/04/2020;11:00;VIA VENETO di fronte al civico N.11;C;0;38,140267;13,339679
15/04/2020;13:40;VIA MESSINA MARINE altezza del civico 523;M;3;38,098096;13,410571
15/04/2020;16:53;VIA DON GIOVANNI MINZONI intersezione con VIA IMPERATORE FEDERICO;C;0;38,146083;13,349989
15/04/2020;19:45;VIALE REGIONE SICILIANA S.E. carr. centrale DIR TP;F;1;38,101698;13,330897
16/04/2020;15:15;VIA COSTA GAETANO intersezione VIA BACHELET VITTORIO;C;0;38,085979;13,33179
16/04/2020;17:25;VIA RABIN ISAAC a mt. 200;F;1;38,145633;13,357208
16/04/2020;17:30;VIA UDITORE altezza del civico 18;C;0;38,132323;13,323382
16/04/2020;18:30;VIA LANCIA DI BROLO DOMENICO altezza del civico 153;R;1;38,127053;13,334028
16/04/2020;20:30;PIAZZA PRINCIPE DI CAMPOREALE nr. 21;C;0;38,119625;13,341465
17/04/2020;10:20;VIA MONTEPELLEGRINO di fronte BY PASS;C;0;38,139029;13,358332
17/04/2020;11:40;VIA PIANO DELL'UCCIARDONE s.n.c.;F;1;38,132457;13,359649
17/04/2020;14:20;VIA PARTANNA MONDELLO di fronte 49A;C;0;38,195818;13,307704
17/04/2020;14:50;VIALE GALILEO GALILEI intersezione VIA BORREMANS GUGLIELMO;C;0;38,132789;13,334038
17/04/2020;16:00;VIALE REGIONE SICILIANA S.E. altezza del civico 6371;F;1;38,08705;13,395882
17/04/2020;22:30;VIA MESSINA MARINE altezza del civico 245;F;1;38,105851;13,387435
17/04/2020;23:00;VIA ROMA intersezione VIA CAVOUR CAMILLO;C;0;38,121982;13,360818
18/04/2020;01:30;VIA MANIACI GIUSEPPE altezza del civico 9;C;0;38,089383;13,354279
18/04/2020;14:50;VIA PACINOTTI ANTONIO intersezione VIA CAMPOLO GIOVANNI;C;0;38,128734;13,335564
18/04/2020;19:30;VIA PARTANNA MONDELLO nr. 48/S;F;1;38,190054;13,299668
18/04/2020;20:45;VIA ROCCELLA GUSTAVO intersezione VIA MARINI FILIPPO;C;0;38,100383;13,351363
19/04/2020;18:00;VIA PITRE' GIUSEPPE altezza del civico 89/D;F;2;38,1105;13,335558
20/04/2020;10:50;VIA LA FARINA GIUSEPPE intersezione con VIA PRINCIPE DI VILLAFRANCA;C;0;38,128988;13,349664
20/04/2020;13:15;VIA TRABUCCO intersezione con VIALE REGIONE SICILIANA N.O.;F;1;38,155366;13,317891
20/04/2020;15:00;VIA BRANCACCIO altezza (spec.) ponte ferrovia;C;0;38,098088;13,381878
20/04/2020;18:20;VIA MESSINA MARINE di fronte al civico 180;C;0;38,101731;13,398062
21/04/2020;08:30;VIA PARISI ENRICO altezza 25;C;0;38,125877;13,352133
21/04/2020;13:25;VIALE REGIONE SICILIANA S.E. altezza del civico 1899;F;1;38,088707;13,345646
21/04/2020;15:10;VIA CAVOUR CAMILLO intersezione VIA ROMA;F;2;38,121982;13,360818
22/04/2020;10:20;PIAZZA ZIINO OTTAVIO intersezione VIALE LEONARDO DA VINCI;C;0;38,130728;13,338043
22/04/2020;11:20;VIALE DEL FANTE altezza del civico 70/a;C;0;38,16017;13,33493
22/04/2020;11:50;VIA SAMPOLO altezza (inters.) VIA DE COSMI GIOVANNI AGOSTINO;F;1;38,139733;13,351787
22/04/2020;11:55;VIALE LEONARDO DA VINCI altezza (inters.) VIA UDITORE;C;0;38,128172;13,32738
23/04/2020;09:35;VIA MONTEPELLEGRINO di fronte al civico 127;F;1;38,139126;13,358336
23/04/2020;12:00;VIA ALBIRI altezza Ponte Bonagia;C;0;38,088874;13,360441
23/04/2020;13:30;VIA CASTRIOTA GIORGIO intersezione con VIA BORRELLI ALFONSO;F;1;38,130654;13,353809
24/04/2020;12:15;VIALE REGIONE SICILIANA N.O. altezza -;F;1;38,131351;13,330233
24/04/2020;17:05;VIA RAMPOLLA MARIANO CARD. intersezione con VIA SERGIO PAPA I;F;1;38,1451;13,369516
24/04/2020;19:00;VIA PIANO DELL'UCCIARDONE di fronte CAR.UCCIARDONE;F;1;38,133342;13,359286
25/04/2020;16:30;VIA RESUTTANA di fronte al civico 307;F;1;38,15285;13,335378
26/04/2020;10:00;VIA PECORI GIRALDI GUGLIELMO M altezza gen. albricci;F;1;38,099896;13,394087
26/04/2020;11:17;VIA CASTELLANA intersezione VIA CASALINI;C;0;38,12582;13,313031
26/04/2020;12:30;VIA PADRE GIUSEPPE PUGLISI altezza del civico 40;C;0;38,102641;13,388448
26/04/2020;15:30;VIA PERALTA GUGLIELMO intersezione VIA THAON DE REVEL PAOLO AMM.;C;0;38,146092;13,360288
27/04/2020;11:00;VIA CAVOUR CAMILLO intersezione VIA SETTIMO RUGGERO;F;1;38,121244;13,357882
27/04/2020;17:10;VIALE DE GASPERI ALCIDE altezza (inters.) VIALE PAPA GIOVANNI XXIII;C;0;38,150848;13,337668
27/04/2020;21:00;VIALE CLOE pressi civ.26;C;0;38,197221;13,321698
27/04/2020;23:00;VIA PECORAINO FILIPPO nr. 45;F;3;38,095116;13,398886
28/04/2020;13:30;VIALE AMEDEO D'AOSTA intersezione con VIA PADRE GIUSEPPE PUGLISI;F;1;38,103632;13,386452
28/04/2020;17:00;VIA PARUTA FILIPPO altezza del civico 50;F;1;38,092626;13,320369
29/04/2020;10:15;VIA MARCONI GUGLIELMO altezza (inters.) VIA BASILE GIOVANBATTISTA F.;F;1;38,125073;13,348788
29/04/2020;14:30;PIAZZA MORDINI ANTONIO altezza del civico 12;C;0;38,129773;13,351648
29/04/2020;17:30;VIA PIAZZI GIUSEPPE intersezione con VIA SELINUNTE;F;1;38,12404;13,347347
29/04/2020;20:25;VIALE REGIONE SICILIANA S.E. altezza SVINCOLO BRASA;F;2;38,094526;13,337588
30/04/2020;14:45;VIA COSTA GAETANO altezza del civico 35;F;1;38,090076;13,335339
30/04/2020;15:10;CORSO CALATAFIMI intersezione con VIALE REGIONE SICILIANA S.E.;F;1;38,10328;13,330829
30/04/2020;19:30;VIA PARLATORE FILIPPO altezza del civico 76;F;1;38,126786;13,342891
01/05/2020;14:10;VIA DI BLASI E. GIOVANNI intersezione VIA TELESINO ALESSANDRO;F;1;38,122704;13,327017
02/05/2020;09:03;VIA SERGIO PAPA I intersezione VIA MASSAIA GUGLIELMO CARD.;F;1;38,152543;13,370644
02/05/2020;13:30;VIA RESUTTANA nr. 251;F;1;38,152131;13,336409
02/05/2020;15:50;VIA FORLANINI CARLO altezza del civico 18;F;1;38,108781;13,357584
02/05/2020;16:15;VIA TERRANOVA CESARE nr. 93;F;1;38,097782;13,32334
02/05/2020;18:00;VIA MONTEGRAPPA altezza del civico 25;F;1;38,106049;13,353466
02/05/2020;18:00;VIA VILLAGRAZIA altezza del civico .;C;0;38,08821;13,346246
03/05/2020;23:00;VIALE MICHELANGELO altezza (spec.) Svincolo Lazio;F;1;38,139535;13,330214
04/05/2020;13:00;VIA NINA SICILIANA altezza (inters.) VIA DEGLI EMIRI;F;1;38,1151;13,332164
04/05/2020;13:00;VIALE GALILEO GALILEI intersezione VIA PRINCIPE DI PATERNO';F;1;38,136393;13,332603
04/05/2020;15:45;VIALE MARGHERITA DI SAVOIA altezza del civico 85/C;F;1;38,188196;13,333043
04/05/2020;16:25;VIALE MARGHERITA DI SAVOIA altezza (inters.) VIALE EURIDICE;F;2;38,192496;13,332457
05/05/2020;07:35;VIA NEBRODI(DEI) intersezione VIA DELLE MADONIE;C;0;38,1469;13,331169
05/05/2020;12:40;VIA CAMARINA pressi 8;F;1;38,173978;13,335131
05/05/2020;16:40;VIA IMPERATORE FEDERICO intersezione con VIA SAMPOLO;F;1;38,14489;13,346278
05/05/2020;17:05;CORSO CALATAFIMI altezza del civico 1004;C;0;38,094544;13,309496
05/05/2020;20:35;VIA CONTESSA GIUDITTA intersezione VIA CONTESSA ADELASIA;C;0;38,116678;13,34668
06/05/2020;10:20;VIALE REGIONE SICILIANA S.E. in prossimit? di rotonda oreto;F;2;38,090684;13,377609
06/05/2020;13:00;VIA CERVELLO VINCENZO altezza del civico 4;C;0;38,149261;13,315183
06/05/2020;13:00;VIALE LAZIO altezza del civico 5;F;1;38,143529;13,342164
06/05/2020;17:00;VIA TURATI FILIPPO nr. 15;F;1;38,125514;13,356445
06/05/2020;20:50;VIA CRISPI FRANCESCO in prossimit? di VIA CAVOUR;F;1;38,122601;13,365182
07/05/2020;09:30;PIAZZA GIULIO CESARE intersezione VIA PALMERI NICCOLO';C;0;38,110413;13,367377
07/05/2020;10:45;VIA CASTELLANA di fronte al civico 189;F;1;38,126358;13,287527
07/05/2020;11:00;CORSO CALATAFIMI altezza del civico 21/23;C;0;38,111865;13,35184
07/05/2020;14:00;VIA LA FARINA GIUSEPPE altezza del civico 13/A;C;0;38,128804;13,349254
07/05/2020;16:30;VIA PARUTA FILIPPO di fronte al civico 43;F;1;38,094615;13,319395
07/05/2020;17:00;VIA CALA di fronte al civico 120;F;1;38,119369;13,366575
08/05/2020;06:40;VIALE MICHELANGELO nr. 1004;F;1;38,137031;13,3195
08/05/2020;08:40;PIAZZA INDIPENDENZA di fronte ars;F;1;38,110441;13,352488
08/05/2020;11:30;VIA QUINTA CASA intersezione con VIA DEI CANTIERI;C;0;38,137166;13,363545
08/05/2020;11:35;CORSO FINOCCHIARO APRILE CAMILLO altezza del civico 153;F;1;38,118481;13,346757
08/05/2020;15:00;VIALE GALILEO GALILEI intersezione con VIA DE SALIBA ANTONIO;F;1;38,133561;13,333684
09/05/2020;05:45;VIA RAIA ANDREA altezza del civico 4;F;2;38,084977;13,358154
09/05/2020;10:20;VIA LA VALLE RAFFAELE intersezione VIA MULE' GIUSEPPE;F;1;38,102525;13,334185
09/05/2020;13:40;VIA D'AQUINO RINALDO altezza del civico 43;C;0;38,117442;13,335512
10/05/2020;19:15;VIA PEREZ FRANCESCO PAOLO intersezione VIA ERRANTE VINCENZO;F;2;38,107947;13,365226
11/05/2020;11:00;VIALE REGIONE SICILIANA N.O. altezza del civico 3385;C;0;38,087832;13,36722
11/05/2020;13:30;VIALE MICHELANGELO in prossimit? di via centorbe;C;0;38,133108;13,309112
11/05/2020;15:30;VIA PIANO DELL'UCCIARDONE in prossimit? di via Archimede;F;1;38,130857;13,359737
11/05/2020;21:55;VIA DELLA LIBERTA' intersezione con VIA SCROFANI SAVERIO;F;1;38,142612;13,344037
12/05/2020;06:15;VIA SAURO NAZARIO intersezione VIA GUALTERIO GIORGIO;F;1;38,123917;13,331347
12/05/2020;10:40;PIAZZA INDIPENDENZA altezza (spec.) esso;F;1;38,110171;13,350496
12/05/2020;10:45;VIA CATTI MICHELE altezza del civico 5;F;1;38,138829;13,364123
12/05/2020;11:00;VIALE MARGHERITA DI SAVOIA nr. 113;F;1;38,17695;13,335818
12/05/2020;15:20;PIAZZA TURBA EUCLIDE GEN. s.n.c.;C;0;38,101339;13,338641
12/05/2020;16:50;VIA FOSCOLO UGO intersezione con VIA DI BLASI FRANCESCO PAOLO;F;1;38,139664;13,344841
12/05/2020;18:05;VIA ALTOFONTE nr. 263;F;1;38,076007;13,326272
12/05/2020;22:30;VIA MULINI intersezione VIA CASTIGLIA BENEDETTO;C;0;38,115759;13,339718
13/05/2020;01:30;VIALE MICHELANGELO altezza del civico 673;F;1;38,137957;13,322574
13/05/2020;11:30;VIA SCIUTI GIUSEPPE intersezione VIA PRINCIPE DI PATERNO';F;1;38,139047;13,339194
13/05/2020;11:45;CORSO CALATAFIMI altezza del civico 854;C;0;38,09759;13,316982
13/05/2020;12:20;VIA VOLONT. ITALIANI SANGUE altezza del civico 35;C;0;38,102233;13,353635
13/05/2020;12:20;VIA SCIUTI GIUSEPPE altezza (inters.) VIALE DELLE MAGNOLIE;F;1;38,140328;13,338364
13/05/2020;12:40;VIA DELL'ORSA MAGGIORE altezza del civico 100;C;0;38,09368;13,362425
13/05/2020;15:30;VIA CALA lato mare;C;0;38,120198;13,371149
13/05/2020;16:10;VIALE CAMPANIA intersezione VIA BRIGATA VERONA;C;0;38,144059;13,339727
13/05/2020;21:50;VIA SERRADIFALCO nr. 158/A;C;0;38,125631;13,338286
14/05/2020;09:20;PIAZZA PONTE DELL'AMMIRAGLIO intersezione con VIA PATERNO' EMANUELE;F;4;38,105087;13,373943
14/05/2020;12:20;PIAZZA MORO ALDO intersezione VIA VILLAREALE VALERIO;F;1;38,123084;13,354309
14/05/2020;13:00;VIALE DE GASPERI ALCIDE intersezione VIA NEBRODI(DEI);C;0;38,148068;13,330394
14/05/2020;16:30;VIALE MICHELANGELO s.n.c.;M;0;38,13935;13,330749
14/05/2020;22:30;VIALE RIZZOTTO PLACIDO altezza del civico 40;F;1;38,08267;13,364747
14/05/2020;22:50;VIALE STRASBURGO intersezione VIA NUOVA;F;3;38,160408;13,323208
15/05/2020;13:00;VIA INGRAO GIOVANNI TEN. altezza del civico 3;F;1;38,120591;13,350188
15/05/2020;16:50;VIALE VENERE intersezione VIA MARINAI ALLIATA;C;0;38,18967;13,328465
15/05/2020;22:30;VIA PRINCIPE DI PALAGONIA altezza del civico 128;R;0;38,138665;13,332958
15/05/2020;23:30;VIALE RIZZOTTO PLACIDO altezza del civico 65;M;1;38,082105;13,364026
16/05/2020;11:00;LUNGOMARE COLOMBO CRISTOFORO altezza del civico 4826;F;2;38,192251;13,342378
16/05/2020;12:30;PIAZZA CASCINO ANTONINO GEN. di fronte al civico 18;F;1;38,143065;13,35758
16/05/2020;17:25;VIA MUTA MARIO altezza del civico 9;C;0;38,118197;13,348704
16/05/2020;19:25;VIALE REGIONE SICILIANA N.O. carr. centrale 2460 DIR CT;F;2;38,125994;13,329125
16/05/2020;21:50;VIA MESSINA MARINE intersezione con VIALE AMEDEO D'AOSTA;F;2;38,105649;13,388226
17/05/2020;00:50;VIA VILLAGRAZIA intersezione VIA ALOI;F;5;38,088495;13,351613
17/05/2020;12:00;FORO UMBERTO I (LUNA PARK) di fronte al civico 15;F;3;38,117203;13,373405
17/05/2020;12:30;VIALE REGIONE SICILIANA N.O. intersezione VIA LENTINI;F;1;38,119065;13,328488
17/05/2020;15:55;VIALE MARGHERITA DI SAVOIA altezza del civico 13;F;1;38,195841;13,331864
18/05/2020;00:25;VIALE LEONARDO DA VINCI intersezione con VIA UDITORE;C;0;38,128176;13,327366
18/05/2020;06:50;VIALE REGIONE SICILIANA S.E. altezza del civico 900;F;1;38,096494;13,335911
18/05/2020;07:00;VIA PERPIGNANO altezza del civico 245/A;C;0;38,119312;13,330141
18/05/2020;11:00;VIA MONTEPELLEGRINO altezza del civico 43;F;1;38,136621;13,358692
18/05/2020;15:30;PIAZZA STURZO LUIGI di fronte al civico 4;F;1;38,12611;13,357534
18/05/2020;17:30;VIA ASSORO altezza del civico 26;F;2;38,132665;13,299935
18/05/2020;19:20;VIA GUGLIELMO IL BUONO altezza del civico 73;F;2;38,116556;13,344884
18/05/2020;22:00;VIALE LEONARDO DA VINCI nr. 637;C;0;38,126781;13,310973
19/05/2020;07:30;VIA MARINI FILIPPO intersezione con VIA ROCCELLA GUSTAVO;C;0;38,100375;13,351326
19/05/2020;09:50;VIA DUCA DELLA VERDURA intersezione PIAZZA GENTILI ALBERICO;C;0;38,133933;13,350569
19/05/2020;13:00;VIA BERNINI GIAN LORENZO di fronte al civico 54;F;1;38,132008;13,327967
19/05/2020;13:45;VIALE REGIONE SICILIANA altezza del civico CARREG.LATER.;C;0;38,119394;13,328453
19/05/2020;14:15;VIA NOTARBARTOLO EMANUELE intersezione con VIA DELLA LIBERTA';M;1;38,133708;13,349756
19/05/2020;14:50;VIALE LEONARDO DA VINCI altezza (inters.) VIA MUNTER FEDERICO;F;2;38,129301;13,33201
19/05/2020;15:30;CORSO CALATAFIMI nr. 329;F;1;38,107248;13,340498
19/05/2020;15:45;VIA DANTE altezza del civico 123;C;0;38,122448;13,345038
19/05/2020;22:20;VIA DUCA DELLA VERDURA altezza (inters.) VIA DALLA CHIESA C. A. GEN.;F;1;38,134295;13,352444
20/05/2020;06:45;VIA CALA altezza del civico 64;C;0;38,118642;13,368061
20/05/2020;07:40;VIALE REGIONE SICILIANA S.E. altezza (spec.) IP 5339;F;2;38,093541;13,338911
20/05/2020;10:00;CORSO CALATAFIMI altezza del civico 202;C;0;38,107026;13,340629
20/05/2020;10:15;VIA ORETO altezza del civico 233;F;1;38,105019;13,368337
20/05/2020;10:15;PIAZZA MARCHESE DI REGALMICI altezza 1;C;0;38,122675;13,356981
20/05/2020;12:50;VIA BIAGI ENZO altezza del civico 6;F;1;38,157242;13,320199
20/05/2020;15:30;VIA CALA lato MARE;C;0;38,120198;13,371149
20/05/2020;15:40;VIA AMARI MICHELE intersezione con VIA GRAVINA AMMIRAGLIO;F;1;38,125361;13,359443
20/05/2020;17:30;VIA MESSINA MONTAGNE altezza C. ALLA FIGUREL;F;1;38,082878;13,430427
20/05/2020;22:00;VIA MESSINA MARINE intersezione con VIA LAUDICINA ANTONINO;R;2;38,097858;13,413208
21/05/2020;00:40;VIA LA FARINA GIUSEPPE altezza del civico 56;C;0;38,127842;13,346651
21/05/2020;10:00;VIA MONTEPELLEGRINO di fronte al civico 154;C;0;38,141721;13,357623
21/05/2020;10:50;PIAZZA GIULIO CESARE altezza (spec.) fermata amat;C;0;38,110246;13,366808
21/05/2020;11:00;VIA MESSINA MARINE nr. 83;C;0;38,108043;13,381312
21/05/2020;11:30;VIA IMPASTATO FELICIA nr. 2;M;0;38,085217;13,363337
21/05/2020;15:00;VIA SPADOLINI GIOVANNI intersezione VIA S.LORENZO;F;1;38,16923;13,311138
21/05/2020;15:40;VIA MALASPINA altezza (inters.) PIAZZA ZIINO OTTAVIO;C;0;38,13058;13,338538
21/05/2020;17:20;VIALE MARGHERITA DI SAVOIA intersezione VIALE VENERE;C;0;38,190532;13,332715
21/05/2020;17:45;FORO UMBERTO I altezza KALSA;F;1;38,116692;13,373971
21/05/2020;18:30;CORSO TUKORY intersezione con PIAZZA PORTA S.AGATA;F;1;38,109254;13,36172
21/05/2020;23:15;VIALE SCADUTO FRANCESCO intersezione con VIALE PIEMONTE;F;1;38,139534;13,342412
22/05/2020;02:00;VIA CAVOUR CAMILLO altezza (spec.) CASERMA G.d.F.;C;0;38,122509;13,363444
22/05/2020;02:50;PIAZZA CASCINO ANTONINO GEN. di fronte 168;C;0;38,142147;13,357572
22/05/2020;08:25;VIA IMPERATORE FEDERICO intersezione VIA DON GIOVANNI MINZONI;F;1;38,146056;13,349981
22/05/2020;10:05;VIALE REGIONE SICILIANA N.O. carreggiata centrale 3350;F;2;38,133712;13,330073
22/05/2020;13:00;VIALE ERCOLE altezza (spec.) fontana Ercole;C;0;38,168377;13,335407
22/05/2020;13:30;VIA PELLICO SILVIO intersezione VIA TOMASI CARDINALE;F;1;38,115098;13,345471
22/05/2020;15:40;VIA MARCONI GUGLIELMO intersezione con VIA CUSMANO GIACOMO;F;1;38,124764;13,347931
23/05/2020;01:40;VIALE DELL'OLIMPO altezza (inters.) VIALE PERTINI SANDRO;F;1;38,188796;13,314717
23/05/2020;09:30;PIAZZA NOCE nr. 2g;F;1;38,122193;13,333481
23/05/2020;11:35;VIA SAMPOLO altezza del civico 248;F;1;38,139132;13,352259
23/05/2020;13:00;VIA BERGAMO intersezione VIA ORETO;F;1;38,103917;13,369092
23/05/2020;13:45;VIA ALIAS FRANCESCO MARIA altezza del civico 6;F;2;38,133852;13,320308
23/05/2020;18:50;VIA GOETHE intersezione con VIA TURRISI NICOLO';F;1;38,119868;13,350811
24/05/2020;05:00;VIA MARCHESE DI ROCCAFORTE di fronte al civico 2;C;0;38,144152;13,346006
24/05/2020;19:15;VIA DANTE intersezione VIA RE FEDERICO;F;3;38,122795;13,34672
24/05/2020;19:15;VIA PARISIO CATALDO intersezione VIA LANCIA DI BROLO DOMENICO;C;0;38,125171;13,33493
25/05/2020;09:15;VIA PITRE' GIUSEPPE altezza del civico 12;F;1;38,110447;13,333343
25/05/2020;16:00;VIA SCIUTI GIUSEPPE altezza del civico 88;C;0;38,135064;13,341552
25/05/2020;17:10;VIA LANZA DI SCALEA GIUSEPPE di fronte al civico 1585;C;0;38,176763;13,310006
25/05/2020;17:45;LUNGOMARE COLOMBO CRISTOFORO intersezione con VIA DUCEZIO;F;2;38,188852;13,349142
25/05/2020;19:30;VIALE MICHELANGELO nr. 116;F;2;38,139332;13,329261
25/05/2020;23:30;VIA NEBRODI(DEI) intersezione con VIA DELLE MADONIE;F;1;38,146888;13,331169
26/05/2020;10:30;PIAZZA TURBA EUCLIDE GEN. altezza distributore IP;C;0;38,100946;13,338551
26/05/2020;11:15;VIA ORETO altezza (inters.) VIA BUONRIPOSO;F;1;38,09925;13,372195
26/05/2020;12:00;VIA MAJALI GIULIANO intersezione VIA AVOLIO CORRADO;F;1;38,109336;13,360214
26/05/2020;12:35;VIALE CAMPANIA altezza del civico 29;F;1;38,145218;13,339017
26/05/2020;14:30;VIA PLAUTO altezza del civico 34;F;2;38,199814;13,269157
26/05/2020;17:00;VIA DELLA LIBERTA' altezza del civico 20;F;1;38,126901;13,353966
26/05/2020;17:15;VIA DELL'ORSA MINORE intersezione con VIA BELMONTE CHIAVELLI;F;1;38,095359;13,368816
26/05/2020;18:30;PIAZZA S.LORENZO altezza del civico 27;F;1;38,161357;13,325094
27/05/2020;08:15;VIA MORTILLARO VINCENZO intersezione VIA MARINUZZI ANTONIO;C;0;38,104423;13,366056
27/05/2020;10:30;VIA BORRELLI ALFONSO intersezione con VIA CALVI PASQUALE;F;1;38,130951;13,354547
27/05/2020;11:45;VIA CARRABIA altezza del civico 14;F;2;38,105535;13,355228
27/05/2020;13:10;VIA CRISPI FRANCESCO altezza del civico 230;C;0;38,128521;13,361424
27/05/2020;14:30;VIA MORELLO NUNZIO intersezione con VIA COSTANTINO DOMENICO;F;1;38,131503;13,344874
27/05/2020;17:20;CORSO CALATAFIMI in direzione di sovraponte VIALE REGIONE SICILIANA;F;1;38,10311;13,330376
27/05/2020;17:30;VIA PITRE' GIUSEPPE altezza del civico 148/D;F;1;38,110518;13,32642
28/05/2020;09:00;VIA CASTELLANA altezza del civico 110;F;2;38,12543;13,30194
28/05/2020;15:00;VIALE MICHELANGELO intersezione con VIA AL SANTUARIO DI CRUILLAS;C;0;38,13921;13,328608
28/05/2020;15:50;VIALE LEONARDO DA VINCI intersezione con VIA BEATO ANGELICO;F;1;38,127046;13,323142
28/05/2020;16:30;VIA DE SALIBA ANTONIO intersezione VIA GIOTTO;F;1;38,132817;13,331524
28/05/2020;21:00;VIA MATTEI in prossimit? di pzza Castelfort;F;1;38,189773;13,321905
29/05/2020;00:45;VIALE LEONARDO DA VINCI intersezione VIA ROMANIA;C;0;38,126249;13,30479
29/05/2020;07:00;VIA DELL'ORSA MINORE intersezione con VIA S.MARIA DI GESU';F;1;38,096383;13,370585
29/05/2020;11:00;CORSO CALATAFIMI nr. 560;F;1;38,10097;13,32521
29/05/2020;11:30;CORSO PISANI PIETRO altezza del civico 145;F;3;38,10751;13,348067
29/05/2020;11:45;VIA BELGIO nr. 59;F;1;38,150976;13,329756
29/05/2020;14:05;VIALE MICHELANGELO altezza 2200;C;0;38,132087;13,30727
29/05/2020;16:00;VIALE DEL FANTE pressi stadio palme;F;1;38,154392;13,339507
29/05/2020;17:15;VIA MARINI FILIPPO intersezione VIA CRISAFULLI ELIA;F;1;38,100724;13,349605
